"site","ID","site_ID","quad","x","y","mark","Alive15","Alive16","Alive17","Alive18","Alive19","Alive20","Alive21","Alive22","Alive23","Alive24","Alive25","sur_15_16","sur_16_17","sur_17_18","sur_18_19","sur_19_20","sur_20_21","sur_21_22","sur_22_23","sur_23_24","sur_24_25","Alive15_tpry","Alive16_tpry","Alive17_tpry","Alive18_tpry","Alive19_tpry","Alive20_tpry","Alive21_tpry","Alive22_tpry","Alive23_tpry","Alive24_tpry","Alive25_tpry","sur_15_16_tpry","sur_16_17_tpry","sur_17_18_tpry","sur_18_19_tpry","sur_19_20_tpry","sur_20_21_tpry","sur_21_22_tpry","sur_22_23_tpry","sur_23_24_tpry","sur_24_25_tpry","X","Date_Marked2015","N15","L15","size15","CT15","FR15","DT15","Notes15","Comm15","libsur15_16","consur15_16","Total.leaves.including.brown.ones2015","N.DEAD15","date16","N16","L16","size16","CT16","FR16","DT16","Notes16","Comm16","libsur16_17","consur16_17","date17","N17","L17","size17","CT17","FR17","DT17","Notes17","Comm17","libsur17_18","consur17_18","N18","L18","size18","FR18","Notes18","Comm18","include.in.19.census","N19","L19","FR19","Notes19","Comm19","size19","N20","L20","FR20","FLW20","Notes20","Comm20","size20","N21","L21","FR21","FLW21","Notes21","Comm21","size21","N22","L22","FR22","FLW22","Notes22","Comm22","Measurer22","size22","N23","L23","FR23","FLW23","Notes23","Comm23","Measurer23","size23","N24","L24","FR24","FLW24","Note24","Comm24","size24","N25","L25","FR25","FLW25","Note25","Comm25","size25"
"ME","265","ME_265","10","9","33","yh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2971","28-May","5","7","35","1","0","0",NA,NA,"1","1",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","28-May","3","12","36","1","0","0",NA,NA,"1","1","5","28","140","0",NA,"same pl?","Y","4","21",NA,NA,"no tp same pl?","84","4","10",NA,NA,NA,NA,"40","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"oldy=23, sen","nzk","0","10","18",NA,NA,NA,NA,"aml","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","276","ME_276","10","8","39","rh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2972","28-May","4","59","236","2","0","0",NA,NA,"1","1",NA,NA,"28-May","6","54","324","2","0","2",NA,NA,"1","1","28-May","6","55","330","0","0","2",NA,NA,"1","1","5","30","150","3",NA,NA,"Y","4","20",NA,NA,NA,"80","4","50",NA,NA,NA,NA,"200","0",NA,NA,NA,NA,"sen","0","1","11",NA,NA,NA,NA,"nzk","11","5","18",NA,NA,NA,NA,"aml","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","255","ME_255","10","10","3","oc",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"2973","28-May","6","90","540","1","0","0",NA,NA,"1","1",NA,NA,"28-May","5","95","475","2","7","1",NA,NA,"1","1","28-May","5","29","145","1","0","1",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"dead18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","335","ME_335","10","10","20","od",NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,"2974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4","24","4","0","0",NA,"sdl; new16","1","1","28-May","3","2","6","1","0","1",NA,NA,"1","1","9","14","126","0",NA,"same pl?","Y","6","28",NA,NA,NA,"168","6","18",NA,NA,NA,NA,"108","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","8","24",NA,NA,NA,NA,"aml","192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","277","ME_277","10","10","44","wh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2975","28-May","8","19","152","3","0","0",NA,NA,"1","1",NA,NA,"28-May","4","15","60","2","0","2",NA,NA,"1","1","28-May","4","19","76","1","0","1",NA,NA,"1","1","6","22","132","0","bew unm pl adj",NA,"Y","5","28",NA,"bew unm pl adj",NA,"140","7","33",NA,NA,"bew unm pl adj",NA,"231","0",NA,NA,NA,"bew unm pl adj","sen","0","0",NA,NA,NA,"bew unm pl adj","sen","nzk","0","6","43",NA,NA,NA,NA,"aml","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","18.9.","ME_18.9.","10","12","19","rh",NA,NA,NA,1,"1","1","1","1","1",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,"1","1","1","1","1",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,"2976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","20","140","0",NA,"added","Y","6","15",NA,"bew unm pl rt",NA,"90","6","17",NA,NA,"bew unm pl rt",NA,"102","0",NA,NA,NA,"bew unm pl rt","sen","0","0",NA,NA,NA,"bew unm pl R","sen","nzk","0","5","24",NA,NA,NA,NA,"aml","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","318","ME_318","10","12","19","rc",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2977","28-May","4","7","28","3","0","0",NA,NA,"0","0",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,"dead16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","290","ME_290","10","12","22","gd",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2978","28-May","3","4","12","0","0","0",NA,NA,"1","1",NA,NA,"28-May","10","18","180","3","0","1",NA,NA,"1","1","28-May","9","27","243","2","0","1",NA,NA,"1","1","5","26","130","7",NA,NA,"Y","5","39",NA,NA,NA,"195","8","26",NA,NA,NA,NA,"208","2","38",NA,NA,NA,NA,"76","0",NA,NA,NA,NA,"sen","nzk","0","7","38",NA,NA,NA,NA,"aml","266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","264","ME_264","10","15","16","wp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2979","28-May","6","11","66","2","0","0",NA,NA,"1","1",NA,NA,"28-May","8","15","120","5","0","1",NA,NA,"1","1","28-May","5","22","110","2","0","0",NA,"dead ant in trap","1","1","6","37","222","0",NA,NA,"Y","4","48",NA,NA,NA,"192","5","43",NA,NA,NA,NA,"215","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"old tp was wc, sen","nzk","0","6","34",NA,NA,NA,NA,"aml","204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","319","ME_319","10","16","25","yh",NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,"2980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16","new16","1","1","28-May","8","77","616","1","0","2",NA,NA,"1","1","7","56","392","10",NA,NA,"Y","2","48","7",NA,"some lvs sen","96","8","67",NA,NA,NA,NA,"536","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","6","34",NA,NA,NA,NA,"aml","204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","291","ME_291","10","16","37","wd",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2981","28-May","2","2","4","1","0","0",NA,NA,"1","1",NA,NA,"28-May","7","8","56","5","0","2",NA,NA,"1","1","28-May","9","11","99","2","0","0",NA,NA,"1","1",NA,NA,NA,NA,NA,"cluster of unmarked plants, unsure which one","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","279","ME_279","10","16","40","oh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2982","28-May","6","102","612","1","15","1",NA,NA,"1","1",NA,NA,"28-May","8","41","328","0","0","8",NA,NA,"1","1","28-May","7","63","441","1","0","0",NA,NA,"1","1","5","80","400","16",NA,NA,"Y","3","78","6",NA,NA,"234","7","59",NA,NA,NA,NA,"413","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","4","23",NA,NA,NA,NA,"aml","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","263","ME_263","10","17","26","ys",1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"2983","28-May","8","93","744","1","15","0",NA,NA,"1","1",NA,NA,"28-May","8","10","80","4","0","0",NA,NA,"1","1","28-May","3","6","18","0","0","3",NA,NA,"1","1","7","88","616","10",NA,"same pl?","Y",NA,NA,NA,"mpd19",NA,"0",NA,NA,NA,NA,"mpd19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","280","ME_280","10","17","43","rh",1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,"2984","28-May","10","90","900","2","13","0",NA,NA,"1","1",NA,NA,"28-May","11","54","594","4","0","3",NA,NA,"1","1","28-May","7","56","392","3","0","1",NA,NA,"1","1","8, 8","46, 24","560","0",NA,"stalk broken off","Y","6","53",NA,NA,NA,"318","9","72","8","9",NA,NA,"648","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0",NA,NA,NA,NA,"dead23",NA,"aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","320","ME_320","10","18","22","wd",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"2985","28-May","5","4","20","5","0","0",NA,NA,"1","1",NA,NA,"28-May","4","5","20","3","0","1",NA,NA,"1","1","28-May","9","15","135","1","0","2",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"dead18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","262","ME_262","10","20","25","gh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2986","28-May","8","83","664","1","13","1",NA,NA,"1","1",NA,NA,"28-May","9","72","648","3","10","1",NA,NA,"1","1","28-May","5","47","235","2","13","0",NA,NA,"1","1","7","94","658","13",NA,NA,"Y","3","53","10",NA,"some lvs sen","159","4","42","9","9",NA,"same pl as 261 (2ros)?","168","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"oldx=19, sen","nzk","0","0",NA,NA,NA,NA,"sen","aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","261","ME_261","10","18","26","bp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2987","28-May","8","104","832","1","15","0",NA,NA,"1","1",NA,NA,"28-May","7","50","350","3","0","1",NA,NA,"1","1","28-May","8","51","408","1","10","1",NA,NA,"1","1","6","102","612","8",NA,NA,"Y","4","68",NA,NA,NA,"272","6","40",NA,NA,NA,"same pl as 262 (2ros)?","240","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"oldx=19, sen","nzk","0","0",NA,NA,NA,NA,"sen","aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","281","ME_281","10","19","43","gp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2988","28-May","4","63","252","0","11","0",NA,NA,"1","1",NA,NA,"28-May","6","30","180","1","0","5",NA,NA,"1","1","28-May","5","51","255","1","12","1",NA,NA,"1","1","6","80","480","0",NA,"stalk broken off","Y","4","62",NA,NA,NA,"248","6","59",NA,NA,NA,NA,"354","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","7, 7, 7","72, 38, 29",NA,NA,"3ros",NA,"aml","2919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","337","ME_337","10","20","18","bd",NA,NA,1,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,"2989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28-May","7","5","35","2","0","0",NA,"new17","1","1","5","5","25","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","282","ME_282","10","25","20","wh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2990","28-May","3","5","15","0","0","0",NA,NA,"1","1",NA,NA,"28-May","5","8","40","2","0","1",NA,NA,"1","1","28-May","5","22","110","2","0","0",NA,NA,"1","1","9","23","207","0",NA,NA,"Y","4","18",NA,NA,NA,"72","4","28",NA,NA,NA,NA,"112","0",NA,NA,NA,NA,"sen","0","1","3",NA,NA,NA,NA,"nzk","3","6","18",NA,NA,NA,NA,"aml","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","299","ME_299","10","23","29","yc",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2991","28-May","3","2","6","2","0","0",NA,NA,"0","0",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,"dead16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",NA,NA,NA,NA,NA,NA,"dead16",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","295","ME_295","10","24","26","ws",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"2992","28-May","3","2","6","3","0","0",NA,NA,"1","1",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","28-May","7","4","28","1","0","1",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","311","ME_311","10","24","44","rh",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"2993","28-May","3","3","9","3","0","0",NA,NA,"1","1",NA,NA,"28-May","7","12","84","4","0","1",NA,NA,"1","1","28-May","2","4","8","1","0","0",NA,NA,"1","1","9","9","81","0",NA,NA,"Y","4","12",NA,NA,NA,"48","3","8",NA,NA,NA,NA,"24",NA,NA,NA,NA,"dead21?",NA,"0",NA,NA,NA,NA,"dead21",NA,"nzk","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","283","ME_283","10","24","22","oh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2994","28-May","2","3","6","0","0","0",NA,NA,"1","1",NA,NA,"28-May","7","9","63","4","0","0",NA,NA,"1","1","28-May","4","19","76","1","0","0",NA,NA,"1","1","5","31","155","0",NA,NA,"Y","4","21",NA,NA,NA,"84","4","23",NA,NA,NA,NA,"92","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","4","14",NA,NA,NA,NA,"aml","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","293","ME_293","10","26","15","gh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2995","28-May","3","2","6","3","0","0",NA,NA,"1","1",NA,NA,"28-May","4","6","24","2","0","0",NA,NA,"1","1","28-May","10","9","90","2","0","4",NA,NA,"1","1","6","26","156","0",NA,NA,"Y","4","23",NA,NA,"measurements for 293 and 258 switched in 18?","92","7","25",NA,NA,NA,NA,"175","0",NA,NA,NA,NA,"sen","0","2","7",NA,NA,NA,NA,"nzk","14","5","19",NA,NA,NA,NA,"aml","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","258","ME_258","10","26","18","gd",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2996","28-May","6","74","444","1","7","1",NA,NA,"1","1",NA,NA,"28-May","10","56","560","7","11","2",NA,NA,"1","1","28-May","7","63","441","1","7","0",NA,NA,"1","1","7","62","434","0",NA,NA,"Y","3","70",NA,NA,"^wrong. 2019 measurements are switched given their histories. Switched these measurements","210","6","62",NA,NA,NA,NA,"372","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","7","51",NA,NA,NA,NA,"aml","357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","294","ME_294","10","28","16","yc",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"2997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","1","0","0",NA,"new16","1","1","28-May","8","46","368","4","0","1",NA,"dead fly in trap","1","1",NA,NA,NA,NA,NA,"under water, not measured","Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","272","ME_272","10","28","38","yd",1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,"2998","28-May","7","70","490","1","0","0",NA,NA,"1","1",NA,NA,"28-May","9","11","99","5","0","1",NA,NA,"1","1","28-May","5","25","125","1","0","2",NA,NA,"1","1","6","13","78","0",NA,"same pl?","Y","5","72",NA,NA,NA,"360","6","61",NA,NA,NA,NA,"366","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0",NA,NA,NA,NA,"dead23",NA,"aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","289","ME_289","10","28","36","gp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"2999","28-May","6","3","18","4","0","0",NA,NA,"1","1",NA,NA,"28-May","7","70","490","3","5","0",NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,"no plant; PresAlive17","1",NA,NA,NA,NA,NA,"mpd17","PresAlive18","N","2","52",NA,NA,"old tp (rd) but missed","104","7","68","9","9",NA,NA,"476","0",NA,NA,NA,NA,"sen","0","1","30",NA,NA,NA,NA,"nzk","30","7","51",NA,NA,NA,NA,"aml","357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","296","ME_296","10","30","24","oh",1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"3000","28-May","6","4","24","2","0","0",NA,NA,"1","1",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","28-May","7","26","182","1","0","0",NA,NA,"1","1","6","78","468","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","321","ME_321","10","30","25","ws",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"3001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16","new16","1","1","28-May","2","4","8","1","0","0",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","297","ME_297","10","31","23","bp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3002","28-May","6","4","24","0","0","0",NA,NA,"1","1",NA,NA,"28-May","7","13","91","1","0","3",NA,NA,"1","1","28-May","9","42","378","2","0","0",NA,NA,"1","1","4","75","300","0",NA,NA,"Y","1","41",NA,NA,NA,"41","5","48",NA,NA,NA,NA,"240","0",NA,NA,NA,NA,"sen","0","2","8",NA,NA,NA,NA,"nzk","16","4","48",NA,NA,NA,NA,"aml","192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","309","ME_309","10","31","47","bd",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3003","28-May","3","2","6","1","0","0",NA,NA,"1","1",NA,NA,"28-May","9","11","99","3","0","2",NA,NA,"1","1","28-May","6","32","192","1","0","1",NA,NA,"1","1","6","75","450","0",NA,NA,"Y","4","81",NA,NA,NA,"324","5","51",NA,NA,NA,NA,"255","0",NA,NA,NA,NA,"sen","0","1","11",NA,NA,NA,NA,"nzk","11","8","37",NA,NA,NA,NA,"aml","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
