x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
34,47,gh,ME_143,ME,143,5,28-May,3,4,12,0,0,0,NA,NA,1,1,NA,NA,28-May,7,4,28,5,0,0,NA,NA,1,1,28-May,12,47,564,3,0,2,NA,NA,1,1,12,70,840,0,NA,NA,Y,0,NA,1,NA,new lvs,1,0,6,38,NA,NA,NA,NA,1,228,4,21,NA,NA,NA,NA,1,84,0,NA,NA,NA,NA,sen,hlc,1,0,10,90,NA,NA,NA,NA,gage,1,900,NA,NA,NA,NA,NA,NA,NA,NA
36,50,rd,ME_142,ME,142,5,28-May,4,4,16,1,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,gh,ME_137,ME,137,5,28-May,5,10,50,0,0,0,NA,NA,1,1,NA,NA,28-May,8,17,136,3,0,2,NA,NA,1,1,28-May,6,22,132,2,0,2,NA,NA,1,1,6,20,120,0,NA,NA,Y,1,22,NA,NA,NA,1,22,5,35,NA,NA,NA,NA,1,175,2,20,NA,NA,NA,NA,1,40,0,NA,NA,NA,NA,sen,hlc,1,0,3,57,NA,NA,NA,NA,gage,1,171,NA,NA,NA,NA,NA,NA,NA,NA
39,2,yd,ME_369,ME,369,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,9,45,3,0,1,NA,new17,1,1,5,17,85,0,NA,qs25-50,Y,2,20,NA,NA,NA,1,40,3,17,4,6,NA,qs25-50 no new,1,51,2,30,NA,NA,NA,qns 25-50?,1,60,0,NA,NA,NA,NA,sen; qns25-50,hlc,1,0,5,25,NA,NA,NA,qns25-50,gage,1,125,NA,NA,NA,NA,NA,NA,NA,NA
39,47,wd,ME_139,ME,139,5,28-May,8,2,16,2,0,0,NA,NA,1,1,NA,NA,28-May,8,25,200,3,0,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,49,bs,ME_140,ME,140,5,28-May,10,4,40,4,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50,yd,ME_138,ME,138,5,28-May,5,3,15,2,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,25,yd,ME_163,ME,163,6,28-May,3,83,249,1,11,1,NA,NA,1,1,NA,NA,28-May,1,72,72,1,7,0,NA,NA,1,1,28-May,3,27,81,3,0,0,NA,NA,1,1,2,52,104,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,25,gh,ME_165,ME,165,6,28-May,4,22,88,1,9,0,NA,NA,1,1,NA,NA,28-May,7,33,231,2,8,1,NA,NA,1,1,28-May,5,12,60,1,0,0,NA,NA,1,1,2,17,34,0,NA,NA,Y,2,4,NA,NA,NA,1,8,6,12,NA,NA,NA,NA,1,72,0,NA,NA,NA,NA,sen,1,0,NA,NA,NA,NA,dead22,PresAlive22,hlc,1,0,1,3,NA,NA,NA,NA,gage,1,3,NA,NA,NA,NA,NA,NA,NA,NA
23,32,wd,ME_169,ME,169,6,28-May,NA,NA,NA,NA,NA,NA,NA,forgot to look for,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,35,rp,ME_164,ME,164,6,28-May,3,34,102,0,6,0,NA,NA,1,1,NA,NA,28-May,7,34,238,3,0,1,NA,NA,1,1,28-May,6,31,186,1,6,1,NA,NA,1,1,4,37,148,11,NA,NA,Y,8,21,NA,NA,NA,1,168,"6, 7","22, 34",NA,NA,2ros,NA,1,728,2,25,NA,NA,NA,qns 25-50,1,50,2,4,NA,NA,NA,NA,hlc,1,8,8,46,NA,NA,NA,herb,gage,1,368,NA,NA,NA,NA,NA,NA,NA,NA
39,8,rb,ME_168,ME,168,6,28-May,2,2,4,1,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,3,bs,ME_167,ME,167,6,28-May,3,2,6,1,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,12,oh,ME_166,ME,166,6,28-May,3,44,132,0,10,0,NA,NA,1,1,NA,NA,28-May,3,12,36,0,8,3,NA,NA,1,1,28-May,4,59,236,2,0,1,NA,NA,1,1,4,37,148,4,NA,qs25-50 no new 18,Y,2,36,NA,NA,NA,1,72,6,63,NA,NA,qns 25-50,NA,1,378,0,NA,NA,NA,NA,sen; old y=42,1,0,0,NA,NA,NA,NA,qns25-50; sen,hlc,1,0,NA,NA,NA,NA,NA,qns25-50,gage,1,0,NA,NA,NA,NA,NA,NA,NA,NA
3,25,oh,ME_379,ME,379,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,7,8,56,3,0,0,NA,new17,1,1,5,8,40,0,NA,NA,Y,1,14,NA,NA,NA,1,14,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,24,bh,ME_383,ME,383,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,7,18,126,1,0,3,NA,new17,1,1,6,44,264,0,NA,NA,Y,3,37,NA,NA,NA,1,111,4,32,NA,NA,NA,NA,1,128,NA,NA,NA,NA,dead21,NA,0,0,NA,NA,NA,NA,dead21,NA,hlc,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,17,yh,ME_184,ME,184,7,NA,5,8,40,1,0,0,NA,NA,1,1,NA,NA,28-May,4,13,52,0,0,4,NA,NA,1,1,28-May,5,6,30,3,0,0,NA,NA,1,1,4,10,40,0,NA,NA,Y,0,NA,NA,NA,sen,1,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,13,bd,ME_182,ME,182,7,28-May,4,6,24,1,0,0,NA,NA,1,1,NA,NA,28-May,3,8,24,0,0,2,NA,1 Trap Missing,1,1,28-May,4,12,48,1,0,1,NA,NA,1,1,3,14,42,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,27,ys,ME_388,ME,388,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,2,10,2,0,0,NA,new17,0,0,NA,NA,NA,NA,mpd18,NA,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,28,ws,ME_186,ME,186,7,28-May,12,7,84,3,0,0,NA,NA,1,1,NA,NA,28-May,7,16,112,1,0,0,NA,NA,1,1,28-May,9,14,126,1,0,1,NA,NA,0,0,NA,NA,NA,NA,mpd18,NA,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,28,gh,ME_187,ME,187,7,28-May,8,5,40,3,0,0,NA,NA,1,1,NA,NA,28-May,7,11,77,1,0,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no plant,1,1,6,20,120,0,NA,NA,Y,0,NA,NA,NA,new lvs,1,0,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,bd,ME_175,ME,175,7,28-May,2,4,8,0,0,0,NA,NA,0,0,NA,NA,28-May,NA,NA,NA,NA,NA,NA,dead16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,dead16,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,gs,ME_183,ME,183,7,28-May,5,10,50,0,0,0,NA,NA,1,1,NA,NA,28-May,6,27,162,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,13,wh,ME_371,ME,371,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,48,2,0,0,NA,sdl; new16,1,1,28-May,5,5,25,3,0,0,NA,NA,1,1,7,12,84,0,NA,NA,Y,2,72,NA,NA,NA,1,144,5,43,NA,NA,NA,NA,1,215,1,10,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,sen,hlc,1,0,5,92,NA,NA,NA,NA,gage,1,460,NA,NA,NA,NA,NA,NA,NA,NA
12,43,oh,ME_172,ME,172,7,28-May,7,77,539,0,6,0,NA,NA,1,1,NA,NA,28-May,2,13,26,2,0,0,NA,"stalk present, broken off",1,1,28-May,6,35,210,2,0,0,NA,NA,1,1,0,0,0,5,NA,NA,Y,1,14,NA,NA,NA,1,14,6,29,NA,NA,NA,NA,1,174,1,10,NA,NA,NA,NA,1,10,1,34,NA,NA,NA,NA,hlc,1,34,4,52,NA,NA,NA,NA,gage,1,208,NA,NA,NA,NA,NA,NA,NA,NA
15,15,od,ME_372,ME,372,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,20,2,0,1,NA,sdl; new16,1,1,28-May,9,3,27,2,0,1,NA,NA,0,0,NA,NA,NA,NA,mpd18,NA,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,25,gh,ME_373,ME,373,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,6,50,300,2,0,1,NA,new17,1,1,3,50,150,0,NA,NA,Y,1,21,NA,NA,NA,1,21,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,28,bh,ME_170,ME,170,7,28-May,4,48,192,0,12,0,NA,NA,1,1,NA,NA,28-May,4,25,100,2,10,1,NA,NA,1,1,28-May,5,48,240,1,9,1,NA,NA,1,1,6,58,348,0,NA,NA,Y,0,NA,NA,NA,sen,1,0,6,40,NA,NA,NA,NA,1,240,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,hlc,1,0,4,52,NA,NA,NA,NA,gage,1,208,NA,NA,NA,NA,NA,NA,NA,NA
15,30,oh,ME_374,ME,374,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,7,7,49,1,0,0,NA,new17,1,1,5,8,40,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,49,os,ME_375,ME,375,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,7,12,84,3,0,2,NA,new17,0,0,NA,NA,NA,NA,mpd18,NA,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,44,od,ME_173,ME,173,7,28-May,6,37,222,1,0,0,NA,stalk missing,1,1,NA,NA,28-May,2,35,70,1,5,0,NA,NA,1,1,28-May,9,46,414,3,0,2,NA,NA,1,1,3,26,78,8,NA,"switch with os at 16, 49?",Y,3,40,NA,NA,NA,1,120,7,35,NA,NA,NA,NA,1,245,1,23,NA,NA,NA,NA,1,23,0,NA,NA,NA,NA,sen,hlc,1,0,5,60,NA,NA,NA,NA,gage,1,300,NA,NA,NA,NA,NA,NA,NA,NA
20,25,rs,ME_376,ME,376,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,3,15,3,0,0,NA,new17,1,1,7,7,49,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,34,yp,ME_171,ME,171,7,28-May,4,39,156,2,11,1,NA,NA,1,1,NA,NA,28-May,3,15,45,0,6,1,NA,NA,1,1,28-May,4,20,80,2,0,0,NA,NA,1,1,3,18,54,8,NA,NA,Y,3,24,NA,NA,NA,1,72,5,19,6,6,NA,NA,1,95,NA,NA,NA,NA,dead21,PresAlive21,1,0,1,54,NA,NA,NA,NA,hlc,1,54,4,66,NA,NA,NA,NA,gage,1,264,NA,NA,NA,NA,NA,NA,NA,NA
25,9,rh,ME_185,ME,185,7,28-May,11,14,154,0,0,0,NA,NA,1,1,NA,NA,28-May,5,36,180,1,0,0,NA,dead ant in trap,1,1,28-May,8,18,144,2,0,3,NA,NA,1,1,5,31,155,0,NA,NA,Y,0,NA,NA,NA,new lvs,1,0,7,34,NA,NA,NA,oldy=4,1,238,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,hlc,1,0,0,NA,NA,NA,NA,sen,gage,1,0,NA,NA,NA,NA,NA,NA,NA,NA
25,12,wd,ME_191,ME,191,7,28-May,7,8,56,1,0,1,NA,NA,1,1,NA,NA,28-May,6,20,120,3,0,1,NA,NA,1,1,28-May,7,4,28,5,0,0,NA,NA,1,1,6,15,90,0,NA,NA,Y,1,11,NA,NA,NA,1,11,6,17,NA,NA,NA,oldy=10,1,102,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,hlc,1,0,5,86,NA,NA,NA,NA,gage,1,430,NA,NA,NA,NA,NA,NA,NA,NA
25,18,bh,ME_377,ME,377,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,32,1,0,2,NA,sdl; new16,1,1,28-May,6,4,24,2,0,0,NA,NA,1,1,9,13,117,0,NA,NA,Y,0,NA,NA,NA,sen,1,0,5,12,NA,NA,NA,NA,1,60,NA,NA,NA,NA,dead21,PresAlive21,1,0,1,10,NA,NA,NA,NA,hlc,1,10,5,33,NA,NA,NA,NA,gage,1,165,NA,NA,NA,NA,NA,NA,NA,NA
25,25,wd,ME_378,ME,378,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,2,10,3,0,0,NA,new17,1,0,NA,NA,NA,NA,mpd18,PresAlive18,Y,1,9,NA,mpd18,was mpd18 but ID 176 was mpd18. measurements for 176 was likely 378 for 2018; PresAlive19,1,9,6,10,NA,NA,NA,NA,1,60,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,hlc,1,0,7,37,NA,NA,NA,NA,gage,1,259,NA,NA,NA,NA,NA,NA,NA,NA
26,22,wh,ME_176,ME,176,7,28-May,5,4,20,4,0,0,NA,NA,1,1,NA,NA,28-May,7,19,133,5,0,0,NA,NA,1,1,28-May,9,10,90,1,0,6,NA,NA,1,1,9,18,162,0,NA,NA,Y,NA,NA,NA,mpd19?,above comment is wrong. Measurements for 176 are consistent among years - 378 for 2019 might be for 176.,0,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,13,gh,ME_380,ME,380,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,2,10,3,0,0,NA,new17,1,1,6,9,54,0,NA,NA,Y,0,NA,NA,NA,new lvs,1,0,NA,NA,NA,NA,dead20,oldx=30,0,0,NA,NA,NA,NA,mpd21,NA,NA,0,NA,NA,NA,NA,dead21,NA,hlc,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,39,rh,ME_189,ME,189,7,28-May,8,5,40,2,0,1,NA,NA,1,1,NA,NA,28-May,6,12,72,2,0,1,NA,NA,1,1,28-May,7,7,49,2,0,1,NA,NA,1,1,6,12,72,0,NA,NA,Y,3,19,NA,NA,NA,1,57,6,27,NA,NA,NA,NA,1,162,1,6,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,sen,hlc,1,0,6,18,NA,NA,NA,NA,gage,1,108,NA,NA,NA,NA,NA,NA,NA,NA
30,40,rd,ME_188,ME,188,7,28-May,5,5,25,3,0,1,NA,NA,1,1,NA,NA,28-May,5,21,105,0,0,3,NA,NA,1,1,28-May,7,10,70,2,0,3,NA,NA,1,1,7,11,77,0,NA,NA,Y,1,11,NA,NA,NA,1,11,6,15,NA,NA,NA,"oldxy=30,40",1,90,1,8,NA,NA,NA,NA,1,8,0,NA,NA,NA,NA,sen,hlc,1,0,5,55,NA,NA,NA,NA,gage,1,275,NA,NA,NA,NA,NA,NA,NA,NA
30,48,gh,ME_381,ME,381,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,7,5,35,2,0,0,NA,new17,1,1,7,16,112,0,NA,NA,Y,2,38,NA,NA,NA,1,76,5,32,NA,NA,NA,oldx=35,1,160,1,22,NA,NA,NA,NA,1,22,1,41,NA,NA,NA,NA,hlc,1,41,5,72,NA,NA,NA,NA,gage,1,360,NA,NA,NA,NA,NA,NA,NA,NA
32,10,yp,ME_18.5.,ME,18.5.,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,0,NA,added,Y,0,NA,NA,NA,sen,1,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,35,wh,ME_174,ME,174,7,28-May,5,7,35,2,0,0,NA,NA,1,1,NA,NA,28-May,5,6,30,2,0,3,NA,NA,1,1,28-May,6,8,48,2,0,1,NA,NA,1,1,9,19,171,0,NA,NA,Y,5,26,NA,NA,NA,1,130,8,23,NA,NA,NA,NA,1,184,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,hlc,1,0,5,55,NA,NA,NA,qns25-50,gage,1,275,NA,NA,NA,NA,NA,NA,NA,NA
35,17,rh,ME_177,ME,177,7,28-May,10,12,120,1,0,0,NA,NA,1,1,NA,NA,28-May,5,16,80,0,0,1,NA,NA,1,1,28-May,6,15,90,2,0,2,NA,NA,1,1,6,25,150,0,NA,NA,Y,2,18,NA,NA,NA,1,36,6,26,NA,NA,NA,NA,1,156,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,20,gd,ME_178,ME,178,7,28-May,8,6,48,4,0,0,NA,NA,1,1,NA,NA,28-May,3,23,69,0,0,0,NA,NA,1,1,28-May,5,6,30,2,0,1,NA,NA,1,1,3,17,51,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,5,ys,ME_181,ME,181,7,28-May,4,3,12,1,0,1,NA,NA,1,1,NA,NA,28-May,4,3,12,4,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,9,bh,ME_382,ME,382,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,6,4,24,1,0,0,NA,new17,1,1,8,8,64,0,NA,NA,Y,2,12,NA,NA,NA,1,24,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,18,rd,ME_190,ME,190,7,28-May,2,3,6,1,0,0,NA,NA,1,1,NA,NA,28-May,6,4,24,4,0,0,NA,NA,1,1,28-May,5,2,10,0,0,1,NA,NA,1,1,8,7,56,0,NA,NA,Y,2,9,NA,NA,NA,1,18,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
