"","site","ID","quad","size0","rep0","sur0_1","sur0_1_tp","size1","N1","L1","rep1","comm1","startyear","TSF","TBF"
"34243","IA","40","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34244","IA","41","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34245","IA","376","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34246","IA","39","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34247","IA","377","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34248","IA","33","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34249","IA","301","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34250","IA","52","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34251","IA","49","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34252","IA","304","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34253","IA","378","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34254","IA","51","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34255","IA","50","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34256","IA","303","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34257","IA","302","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34258","IA","48","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34259","IA","47","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34260","IA","379","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34261","IA","380","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34262","IA","42","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34263","IA","46","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34264","IA","43","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34265","IA","45","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34266","IA","44","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34267","IA","308","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34268","IA","310","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34269","IA","306","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34270","IA","307","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34271","IA","53","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34272","IA","305","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34273","IA","309","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34274","IA","63","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34275","IA","64","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34276","IA","381","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34277","IA","61","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34278","IA","62","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34279","IA","60","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34280","IA","56","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34281","IA","18.4.","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34282","IA","55","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34283","IA","58","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34284","IA","57","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34285","IA","54","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34286","IA","59","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34287","IA","313","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34288","IA","314","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34289","IA","312","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34290","IA","384","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34291","IA","315","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34292","IA","65","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34293","IA","311","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34294","IA","316","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34295","IA","79","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34296","IA","68","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34297","IA","66","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34298","IA","67","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34299","IA","78","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34300","IA","382","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34301","IA","383","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34302","IA","317","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34303","IA","70","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34304","IA","69","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34305","IA","71","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34306","IA","77","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34307","IA","76","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34308","IA","72","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34309","IA","74","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34310","IA","73","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34311","IA","75","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34312","IA","87","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34313","IA","86","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34314","IA","88","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34315","IA","82","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34316","IA","385","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34317","IA","89","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34318","IA","83","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34319","IA","80","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34320","IA","85","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34321","IA","81","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34322","IA","84","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34323","IA","90","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34324","IA","91","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34325","IA","96","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34326","IA","97","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34327","IA","18.6.","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34328","IA","94","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34329","IA","95","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34330","IA","93","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34331","IA","98","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34332","IA","18.7.","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34333","IA","92","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34334","IA","100","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34335","IA","99","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34336","IA","386","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34337","IA","18.5.","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34338","IA","319","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34339","IA","103","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34340","IA","318","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34341","IA","101","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34342","IA","104","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34343","IA","18.8.","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34344","IA","18.9.","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34345","IA","105","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34346","IA","18.10.","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34347","IA","102","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34348","IA","18.24.","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34349","IA","106","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34350","IA","110","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34351","IA","107","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34352","IA","108","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34353","IA","111","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34354","IA","109","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34355","IA","116","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34356","IA","117","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34357","IA","320","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34358","IA","115","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34359","IA","337","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34360","IA","338","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34361","IA","113","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34362","IA","114","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34363","IA","112","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34364","IA","321","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34365","IA","339","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34366","IA","118","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34367","IA","122","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34368","IA","119","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34369","IA","121","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34370","IA","120","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34371","IA","124","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34372","IA","130","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34373","IA","132","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34374","IA","131","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34375","IA","123","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34376","IA","133","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34377","IA","125","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34378","IA","127","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34379","IA","129","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34380","IA","128","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34381","IA","135","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34382","IA","126","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34383","IA","134","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34384","IA","136","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34385","IA","144","15",60,NA,"1","1",NA,NA,NA,NA,"no data 24","2023",1,2
"34386","IA","141","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34387","IA","340","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34388","IA","142","15",38,NA,"1","1",NA,NA,NA,NA,"no data 24","2023",1,2
"34389","IA","143","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34390","IA","18.12.","15",60,NA,"1","1",NA,NA,NA,NA,"no data 24","2023",1,2
"34391","IA","341","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34392","IA","139","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34393","IA","342","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34394","IA","137","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34395","IA","138","15",NA,NA,NA,NA,NA,NA,NA,NA,"no data 24","2023",1,2
"34396","IA","140","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34397","IA","18.11.","15",17,NA,"1","1",NA,NA,NA,NA,"no data 24","2023",1,2
"34398","IA","343","16",62,NA,"1","1",60,"5","12",NA,NA,"2023",1,2
"34399","IA","151","16",42,NA,"1","1",315,"7","45",NA,NA,"2023",1,2
"34400","IA","148","16",34,NA,"1","1",124,"4","31",NA,NA,"2023",1,2
"34401","IA","153","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34402","IA","149","16",66,NA,"1","1",231,"3","77",NA,NA,"2023",1,2
"34403","IA","344","16",72,NA,"1","1",483,"7","69",NA,NA,"2023",1,2
"34404","IA","145","16",120,NA,"1","1",390,"6","65",5,"tp was gh","2023",1,2
"34405","IA","150","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34406","IA","146","16",156,NA,"1","1",192,"8","24",14,"tp was yp","2023",1,2
"34407","IA","152","16",NA,NA,"1","1",245,"7","35",0,NA,"2023",1,2
"34408","IA","147","16",76,NA,"1","1",208,"8","26",7,"qs25-50, no new","2023",1,2
"34409","IA","156","17",61,NA,"1","1",124,"4","31",NA,"inf herb","2023",1,2
"34410","IA","324","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34411","IA","325","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34412","IA","323","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34413","IA","154","17",50,NA,"1","1",60,"2","30",NA,NA,"2023",1,2
"34414","IA","326","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34415","IA","163","17",84,NA,"1","1",63,"3","21",NA,NA,"2023",1,2
"34416","IA","155","17",64,NA,"1","1",130,"5","26",NA,NA,"2023",1,2
"34417","IA","322","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34418","IA","345","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34419","IA","159","17",185,NA,"1","1",174,"6","29",NA,NA,"2023",1,2
"34420","IA","162","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34421","IA","160","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34422","IA","161","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34423","IA","346","17",198,NA,"1","1",192,"8","24",NA,"inf herb","2023",1,2
"34424","IA","158","17",128,NA,"1","1",168,"4","42",NA,"inf herb","2023",1,2
"34425","IA","157","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34426","IA","168","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34427","IA","169","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34428","IA","167","18",80,NA,"1","1",450,"6","75",NA,NA,"2023",1,2
"34429","IA","165","18",26,NA,"1","1",204,"6","34",NA,NA,"2023",1,2
"34430","IA","164","18",92,NA,"1","1",48,"4","12",NA,NA,"2023",1,2
"34431","IA","347","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34432","IA","18.13.","18",56,NA,"1","1",50,"5","10",NA,NA,"2023",1,2
"34433","IA","170","18",10,NA,"0","0",NA,NA,NA,NA,NA,"2023",1,2
"34434","IA","166","18",99,NA,"1","1",135,"5","27",NA,"tp was wh","2023",1,2
"34435","IA","350","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34436","IA","353","19",2,NA,"1","1",455,"7","65",NA,NA,"2023",1,2
"34437","IA","354","19",20,NA,"1","1",234,"9","26",NA,NA,"2023",1,2
"34438","IA","355","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34439","IA","356","19",98,NA,"1","1",NA,NA,NA,NA,NA,"2023",1,2
"34440","IA","327","19",30,NA,"1","1",66,"6","11",NA,NA,"2023",1,2
"34441","IA","348","19",15,NA,"1","1",18,"3","6",NA,NA,"2023",1,2
"34442","IA","171","19",64,NA,"1","1",135,"5","27",NA,"inf herb","2023",1,2
"34443","IA","349","19",42,NA,"1","1",120,"8","15",NA,NA,"2023",1,2
"34444","IA","175","19",210,NA,"1","1",102,"2","51",NA,"inf herb","2023",1,2
"34445","IA","18.14.","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34446","IA","174","19",141,NA,"1","1",175,"5","35",NA,NA,"2023",1,2
"34447","IA","173","19",132,NA,"1","1",305,"5","61",NA,"inf herb","2023",1,2
"34448","IA","177","19",36,NA,"1","1",195,"5","39",NA,NA,"2023",1,2
"34449","IA","351","19",111,NA,"1","1",336,"6","56",NA,NA,"2023",1,2
"34450","IA","172","19",132,NA,"1","1",252,"4","63",NA,"inf herb","2023",1,2
"34451","IA","176","19",36,NA,"1","1",324,"6","54",NA,NA,"2023",1,2
"34452","IA","352","19",14,NA,"1","1",385,"7","55",NA,"qns25-50","2023",1,2
"34453","IA","193","20",15,NA,"0","0",NA,NA,NA,NA,NA,"2023",1,2
"34454","IA","192","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34455","IA","179","20",150,NA,"1","1",370,"5","74",NA,NA,"2023",1,2
"34456","IA","178","20",154,NA,"1","1",420,"4","105",NA,NA,"2023",1,2
"34457","IA","190","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34458","IA","191","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34459","IA","185","20",54,NA,"1","1",230,"5","46",NA,NA,"2023",1,2
"34460","IA","195","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34461","IA","196","20",NA,NA,"0","0",NA,NA,NA,NA,NA,"2023",1,2
"34462","IA","186","20",30,NA,"1","1",196,"4","49",NA,NA,"2023",1,2
"34463","IA","187","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34464","IA","188","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34465","IA","180","20",207,NA,"1","1",415,"5","83",NA,NA,"2023",1,2
"34466","IA","181","20",73,NA,"1","1",364,"4","91",NA,"ngr","2023",1,2
"34467","IA","360","20",NA,NA,"0","0",NA,NA,NA,NA,NA,"2023",1,2
"34468","IA","182","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34469","IA","194","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34470","IA","189","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34471","IA","183","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34472","IA","361","20",82,NA,"1","1",408,"6","68",NA,"ngr","2023",1,2
"34473","IA","184","20",66,NA,"1","1",536,"8","67",NA,"qns25-50","2023",1,2
"34474","IA","197","21",NA,NA,"1","1",72,"2","36",NA,NA,"2023",1,2
"34475","IA","364","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34476","IA","202","21",36,NA,"1","1",NA,NA,NA,NA,NA,"2023",1,2
"34477","IA","214","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34478","IA","362","21",25,NA,"1","1",96,"3","32",NA,NA,"2023",1,2
"34479","IA","213","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34480","IA","201","21",22,NA,"1","1",348,"4","87",NA,NA,"2023",1,2
"34481","IA","363","21",78,NA,"0","0",NA,NA,NA,NA,NA,"2023",1,2
"34482","IA","216","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34483","IA","328","21",27,NA,"1","1",NA,NA,NA,NA,"sen","2023",1,2
"34484","IA","365","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34485","IA","212","21",NA,NA,"1","1",NA,NA,NA,NA,NA,"2023",1,2
"34486","IA","198","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34487","IA","199","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34488","IA","200","21",195,NA,"1","1",288,"4","72",NA,NA,"2023",1,2
"34489","IA","211","21",66,NA,"1","1",19,"1","19",NA,NA,"2023",1,2
"34490","IA","366","21",NA,NA,"1","1",160,"5","32",NA,NA,"2023",1,2
"34491","IA","207","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34492","IA","205","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34493","IA","203","21",98,NA,"1","1",216,"4","54",NA,NA,"2023",1,2
"34494","IA","215","21",24,NA,"1","1",110,"5","22",NA,NA,"2023",1,2
"34495","IA","210","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34496","IA","206","21",57,NA,"1","1",60,"3","20",NA,NA,"2023",1,2
"34497","IA","204","21",31,NA,"1","1",90,"2","45",NA,NA,"2023",1,2
"34498","IA","209","21",112,NA,"1","1",265,"5","53",NA,NA,"2023",1,2
"34499","IA","208","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34500","IA","225","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34501","IA","220","22",84,NA,"1","1",154,"7","22",NA,NA,"2023",1,2
"34502","IA","217","22",76,NA,"1","1",252,"9","28",NA,NA,"2023",1,2
"34503","IA","221","22",67,NA,"1","1",512,"8","64",NA,NA,"2023",1,2
"34504","IA","218","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34505","IA","224","22",NA,NA,"1","1",126,"6","21",NA,NA,"2023",1,2
"34506","IA","222","22",NA,NA,"1","1",0,"0","7",NA,NA,"2023",1,2
"34507","IA","226","22",54,NA,"1","1",204,"6","34",NA,NA,"2023",1,2
"34508","IA","219","22",46,NA,"1","1",72,"4","18",NA,NA,"2023",1,2
"34509","IA","18.15.","22",48,NA,"1","1",56,"4","14",NA,NA,"2023",1,2
"34510","IA","223","22",74,NA,"1","1",553,"7","79",NA,"qns25-50","2023",1,2
"34511","IA","232","23",NA,NA,"1","1",192,"3","64",NA,NA,"2023",1,2
"34512","IA","230","23",45,NA,"1","1",132,"6","22",NA,NA,"2023",1,2
"34513","IA","231","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34514","IA","229","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34515","IA","228","23",188,NA,"1","1",190,"5","38",NA,NA,"2023",1,2
"34516","IA","227","23",178,NA,"1","1",485,"5","97",NA,"qns25-50","2023",1,2
"34517","IA","237","24",100,NA,"1","1",255,"3","85",NA,NA,"2023",1,2
"34518","IA","234","24",NA,NA,"1","1",108,"3","36",NA,NA,"2023",1,2
"34519","IA","18.16.","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34520","IA","235","24",114,NA,"1","1",240,"4","60",NA,NA,"2023",1,2
"34521","IA","236","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34522","IA","233","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34523","IA","18.17.","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34524","IA","238","24",138,NA,"1","1",300,"5","60",NA,"qns25-50","2023",1,2
"34525","IA","257","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34526","IA","239","25",NA,NA,"1","1",NA,NA,NA,NA,"tp was bd","2023",1,2
"34527","IA","256","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34528","IA","329","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34529","IA","240","25",NA,NA,"1","1",294,"6","49",NA,NA,"2023",1,2
"34530","IA","241","25",NA,NA,"1","1",560,"8","70",NA,NA,"2023",1,2
"34531","IA","242","25",NA,NA,"1","1",114,"3","38",NA,NA,"2023",1,2
"34532","IA","255","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34533","IA","252","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34534","IA","248","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34535","IA","253","25",120,NA,"1","1",234,"6","39",NA,NA,"2023",1,2
"34536","IA","249","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34537","IA","243","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34538","IA","247","25",96,NA,"1","1",425,"5","85",NA,NA,"2023",1,2
"34539","IA","251","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34540","IA","244","25",130,NA,"1","1",603,"9","67",NA,NA,"2023",1,2
"34541","IA","246","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34542","IA","254","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34543","IA","245","25",68,NA,"1","1",231,"3","77",NA,"qs25-50, no new","2023",1,2
"34544","IA","250","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34545","IA","258","26",116,NA,"1","1",168,"4","42",9,"qs -25-0","2023",1,2
"34546","IA","276","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34547","IA","270","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
"34548","IA","269","26",NA,NA,"1","1",180,"4","45",NA,NA,"2023",1,2
"34549","IA","268","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",1,2
