"site","ID","quad","x","y","mark","Note25","N25","L25","FR25","FLW25","Comm25","Alive25","Alive25_tpry","size25"
"GSP-LI","236","N","452","30","gh","pls 236-9 in clump; mpd24","0","","","","","","","0"
"GSP-LI","237","N","453","31","oh","","0","","","","m25","1","0","0"
"GSP-LI","238","N","454","30","rh","!unm pl L; mpd24","0","","","","","","","0"
"GSP-LI","239","N","455","31","yp","","2","13","","","not dead","1","1","26"
"GSP-LI","18.29.","N","466","50","op","","2","17","","","not dead","1","1","34"
"GSP-LI","21.8.","N","475","28","yh","","3","14","","","","1","1","42"
"GSP-LI","21.7.","N","475","32","rh","dead24","0","","","","","","","0"
"GSP-LI","240","N","487","27","gp","!unm pl;","2","22","","","not dead","1","1","44"
"GSP-LI","241","N","490","22","oh","disc","","","","","disc","","",""
"GSP-LI","19.24.","N","490","22","bh","","3","18","","","","1","1","54"
"GSP-LI","242","N","494","43","wh","","0","","","","","1","0","0"
"GSP-LI","19.26.","N","495","45","bh","","2","21","","","not dead","1","1","42"
"GSP-LI","243","N","496","23","yp","!unm pl L","3","24","","","","1","1","72"
"GSP-LI","18.30.","N","500","15","rp","dead24","","","","","m25, qs475-500","","",""
"GSP-LI","25.1.","N","450","31","rp","","2","13","","","new","1","1","26"
"GSP-LI","25.2.","N","460","27","yd","","13","18","","","missed","1","1","234"
"GSP-LI","244","N","501","48","rp","","0","","","","m25","1","0","0"
"GSP-LI","18.31.","N","502","20","gp","","0","","","","","1","0","0"
"GSP-LI","20.13.","N","502","35","yp","","5","16","","","not dead","1","1","80"
"GSP-LI","19.37.","N","505","30","yh","dead24","0","","","","","","","0"
"GSP-LI","19.29.","N","505","41","wh","","5","30","","","","1","1","150"
"GSP-LI","19.36.","N","505","48","gd","","0","","","","","1","0","0"
"GSP-LI","19.35.","N","506","48","wh","dead24","0","","","","","","","0"
"GSP-LI","248","N","509","21","wh","","0","","","","m25","1","0","0"
"GSP-LI","247","N","510","40","oh","dead24","0","","","","m25","","","0"
"GSP-LI","22.1.","N","510","41","yd","dead24","0","","","","","","","0"
"GSP-LI","18.32.","N","510","43","bh","","3","20","","","","1","1","60"
"GSP-LI","19.28.","N","510","45","gh","dead24","0","","","","m25","","","0"
"GSP-LI","249","N","512","23","gp","!unm pl U","0","","","","m25","1","0","0"
"GSP-LI","18.33.","N","515","30","yp","","3","14","","","","1","1","42"
"GSP-LI","20.11.","N","518","51","rp","","0","","","","m25","1","0","0"
"GSP-LI","23.9.","N","519","46","bd","dead24","0","","","","","","","0"
"GSP-LI","23.8.","N","519","50","od","dead24","0","","","","","","","0"
"GSP-LI","20.9.","N","519","50","yp","!unm pl L; dead24","0","","","","","","","0"
"GSP-LI","20.8.","N","520","50","wd","!unm pl L","5","15","","","","1","1","75"
"GSP-LI","24.6.","N","521","46","rd","","4","10","","","","1","1","40"
"GSP-LI","24.5.","N","521","50","bp","","7","18","","","","1","1","126"
"GSP-LI","251","N","523","12","bh","!unm pl L; 2ros","0","","","","m25","1","0","0"
"GSP-LI","20.7.","N","523","35","rd","disc","","","","","disc","","",""
"GSP-LI","19.31.","N","523","44","oh","dead24","0","","","","","","","0"
"GSP-LI","19.30.","N","524","44","gh","dead24","0","","","","","","","0"
"GSP-LI","21.9.","N","524","50","op","","6","17","","","","1","1","102"
"GSP-LI","19.32.","N","525","40","wh","","4","22","","","","1","1","88"
"GSP-LI","252","N","527","5","yp","!unm pl UL","0","","","","m25, qns500-525","1","0","0"
"GSP-LI","253","N","557","37","rh","","4","14","","","","1","1","56"
"GSP-LI","254","N","598","45","wp","","7","45","","","qns550-575","1","1","315"
"GSP-LI","256","N","635","20","yp","","13","35","","","qns600-625","1","1","455"
"GSP-LI","257","N","780","39","bh","","10","22","","","qns750-775","1","1","220"
"GSP-LI","258","N","817","17","gh","","3","8","","","","1","1","24"
"GSP-LI","259","N","829","14","oh","","0","","","","m25","1","0","0"
"GSP-LI","260","N","832","36","yp","2ros","2","20","","","1ros","1","1","40"
"GSP-LI","24.7.","N","832","38","rd","","2","14","","","","1","1","28"
"GSP-LI","262","N","850","8","wp","","6","30","","","","1","1","180"
"GSP-LI","261","N","838","17","rp","","4","15","","","missed, qns825-850","1","1","60"
"GSP-LI","263","N","851","24","bp","","0","","","","","1","0","0"
"GSP-LI","19.48.","N","851","41","wp","!unm pl R","4","10","","","","1","1","40"
"GSP-LI","19.47.","N","856","44","od","","6","20","","","","1","1","120"
"GSP-LI","19.46.","N","858","47","bh","","4","22","","","","1","1","88"
"GSP-LI","20.14.","N","860","41","wd","dead24","0","","","","","","","0"
"GSP-LI","19.50.","N","862","48","op","","0","","","","","1","0","0"
"GSP-LI","19.45.","N","862","49","yh","","0","","","","","1","0","0"
"GSP-LI","19.40.","N","866","35","gd","","7","12","","","","1","1","84"
"GSP-LI","19.41.","N","867","37","yp","","1","10","","","","1","1","10"
"GSP-LI","264","N","868","24","oh","","2","8","","1","","1","1","16"
"GSP-LI","18.34.","N","869","35","oh","!unm pl U","3","7","","","","1","1","21"
"GSP-LI","19.39.","N","870","39","wp","!unm pl R","3","11","","","","1","1","33"
"GSP-LI","19.42.","N","872","42","bd","","5","16","","","","1","1","80"
"GSP-LI","265","N","873","40","gh","!unm pl L; dead24","0","","","","","","","0"
"GSP-LI","22.2.","N","874","39","yh","","7","30","","","not dead","1","1","210"
"GSP-LI","19.44.","N","875","25","bd","!unm pl U+D","0","","","","m25","1","0","0"
"GSP-LI","18.36.","N","875","50","rh","!unm pl U+R","4","30","","","","1","1","120"
"GSP-LI","268","N","892","28","yp","dead24","0","","","","","","","0"
"GSP-LI","269","N","892","33","wh","2ros, !unm pl","0","","","","m25","1","0","0"
"GSP-LI","270","N","895","10","rh","disc; 3ros !unm pl R","","","","","disc","","",""
"GSP-LI","271","N","897","21","op","","0","","","","m25","1","0","0"
"GSP-LI","273","N","900","15","bh","","0","","","","m25","1","0","0"
"GSP-LI","18.37.","N","901","17","wh","","0","","","","m25","1","0","0"
"GSP-LI","274","N","901","48","rp","","0","","","","","1","0","0"
"GSP-LI","20.17.","N","904","45","bd","dead24","0","","","","","","","0"
"GSP-LI","19.51.","N","905","38","bh","dead24","0","","","","","","","0"
"GSP-LI","18.38.","N","905","45","yp","","2","10","","","","1","1","20"
"GSP-LI","20.15.","N","906","25","od","dead24","0","","","","","","","0"
"GSP-LI","275","N","907","46","wp","","4","11","","","","1","1","44"
"GSP-LI","276","N","914","15","gh","","2","19","","","","1","1","38"
"GSP-LI","18.39.","N","920","5","od","","3","10","","","","1","1","30"
"GSP-LI","278","N","921","5","yh","","3","15","","","","1","1","45"
"GSP-LI","279","N","923","4","yp","disc","","","","","disc","","",""
"GSP-LI","280","N","923","5","wh","","0","","","","","1","0","0"
"GSP-LI","281","N","924","3","bh","","3","22","","","","1","1","66"
"GSP-LI","283","N","926","46","oh","","4","9","","","","1","1","36"
"GSP-LI","284","N","931","10","yp","","0","","","","","1","0","0"
"GSP-LI","285","N","933","8","oh","!unm pl L; 2ros","3","40","","","","1","1","120"
"GSP-LI","288","N","945","44","gh","!unm pl R","0","","","","m25","1","0","0"
"GSP-LI","289","N","946","24","rh","dead24","0","","","","","","","0"
"GSP-LI","19.53.","N","948","41","oh","","4","15","","","","1","1","60"
"GSP-LI","290","N","949","10","op","","6","10","","","","1","1","60"
"GSP-LI","291","N","949","41","wh","2ros","0","","","","m25","1","0","0"
"GSP-LI","292","N","950","17","yp","","5","7","","","qns900-925","1","1","35"
"GSP-LI","20.20.","N","953","40","od","","3","12","","","","1","1","36"
"GSP-LI","20.21.","N","954","38","bp","","2","10","","","","1","1","20"
"GSP-LI","19.59.","N","955","28","bd","","0","","","","","1","0","0"
"GSP-LI","20.19.","N","955","43","gd","","4","13","","","not dead","1","1","52"
"GSP-LI","20.18.","N","962","25","rp","","0","","","","","1","0","0"
"GSP-LI","18.41.","N","962","45","yh","","3","13","","","","1","1","39"
"GSP-LI","19.56.","N","963","29","od","","5","18","","","","1","1","90"
"GSP-LI","21.11.","N","964","25","bp","","0","","","","","1","0","0"
"GSP-LI","21.10.","N","965","25","yh","","0","","","","","1","0","0"
"GSP-LI","293","N","966","7","rh","","0","","","","","1","0","0"
"GSP-LI","294","N","968","12","wh","","5","8","","","","1","1","40"
"GSP-LI","19.57.","N","968","27","bh","","0","","","","m25","1","0","0"
"GSP-LI","19.60.","N","971","48","bh","","0","","","","","1","0","0"
"GSP-LI","19.54.","N","974","50","yh","","5","15","","","","1","1","75"
"GSP-LI","295","N","975","45","gh","","7","17","","","","1","1","119"
"GSP-LI","18.42.","N","975","50","rd","","3","13","","","","1","1","39"
"GSP-LI","296","N","978","1","bp","","0","","","","m25","1","0","0"
"GSP-LI","297","N","984","10","bh","!unm pl U","5","17","","","","1","1","85"
"GSP-LI","299","N","992","48","wp","!unm pl D","0","","","","m25","1","0","0"
"GSP-LI","300","N","993","49","gp","","5","23","","","qns950-975","1","1","115"
"GSP-LI","2","S","2","9","wp","!unm pl ; was 3ros","7","46","3","","","1","1","322"
"GSP-LI","4","S","8","7","bp","!unm pl D","5","67","","","","1","1","335"
"GSP-LI","6","S","16","10","gp","","3","19","","","","1","1","57"
"GSP-LI","7","S","17","41","yd","!unm pl","2","26","","","","1","1","52"
"GSP-LI","8","S","20","47","wp","","1","34","","","","1","1","34"
"GSP-LI","9","S","29","0","yp","dead24","0","","","","","","","0"
"GSP-LI","10","S","32","50","rh","","5","43","","","","1","1","215"
"GSP-LI","11","S","33","16","bh","","5","41","","","","1","1","205"
"GSP-LI","15","S","38","0","rh","!unm pl D","6","38","","","","1","1","228"
"GSP-LI","16","S","39","30","bp","dead24","0","","","","","","","0"
"GSP-LI","17","S","40","4","bh","!Drosera; mpd24","0","","","","m25","","","0"
"GSP-LI","20","S","44","17","gh","","9","18","","","","1","1","162"
"GSP-LI","21","S","44","19","od","!unm pl","7","35","","","not dead","1","1","245"
"GSP-LI","22","S","45","2","wp","was 2ros","6","15","","","","1","1","90"
"GSP-LI","25.3.","S","41","7","op","","8","21","","","xy unc; not on ds","1","1","168"
"GSP-LI","23","S","53","23","wp","","3","18","","","","1","1","54"
"GSP-LI","24","S","55","23","gh","!unm pls R","1","20","","","","1","1","20"
"GSP-LI","25","S","57","15","rh","","5","22","","","","1","1","110"
"GSP-LI","26","S","58","10","bp","!many sm pls D","4","20","","","","1","1","80"
"GSP-LI","27","S","58","34","wp","","5","13","","","","1","1","65"
"GSP-LI","28","S","60","11","op","","2","14","","","not dead","1","1","28"
"GSP-LI","21.12.","S","60","11","wd","","4","15","","","not dead","1","1","60"
"GSP-LI","23.1.","S","60","11","bd","dead24","0","","","","","","","0"
"GSP-LI","23.2.","S","60","12","gp","","1","20","","","","1","1","20"
"GSP-LI","29","S","60","31","rh","!unm pl L","4","7","","","","1","1","28"
"GSP-LI","30","S","61","11","yp","","4","6","","","","1","1","24"
"GSP-LI","31","S","61","32","gp","","4","17","","","","1","1","68"
"GSP-LI","32","S","62","10","wp","","2","14","","","","1","1","28"
"GSP-LI","33","S","62","16","rh","","4","14","","","!unm pls R","1","1","56"
"GSP-LI","34","S","63","26","bh","","5","19","","","","1","1","95"
"GSP-LI","35","S","63","34","op","","4","23","","","","1","1","92"
"GSP-LI","38","S","66","11","gh","","2","18","","","","1","1","36"
"GSP-LI","39","S","66","17","wp","","5","11","","","","1","1","55"
"GSP-LI","41","S","66","26","yp","2ros !sm pl L","6,5","42,12","","","","1","1","462"
"GSP-LI","42","S","67","20","yh","","9","49","","","","1","1","441"
"GSP-LI","43","S","68","31","yh","","0","","","","","1","0","0"
"GSP-LI","18.1.","S","69","32","bh","","4","16","","","","1","1","64"
"GSP-LI","45","S","70","20","gh","","4","11","","","","1","1","44"
"GSP-LI","46","S","70","33","gh","","2","15","","","","1","1","30"
"GSP-LI","47","S","71","6","bp","","0","","","","","1","0","0"
"GSP-LI","20.22.","S","75","40","wp","!unm pl U","1","16","","","","1","1","16"
"GSP-LI","49","S","80","46","rh","","0","","","","sen","1","1","0"
"GSP-LI","50","S","100","47","bh","!unm pls","0","","","","m25,qns75-100","1","0","0"
"GSP-LI","57","S","105","15","wh","","0","","","","m25","1","0","0"
"GSP-LI","65","S","108","22","gh","!unm pl U","3","45","","","","1","1","135"
"GSP-LI","51","S","120","0","wp","","5","16","","","","1","1","80"
"GSP-LI","53","S","114","23","oh","","1","14","","","","1","1","14"
"GSP-LI","54","S","114","29","gp","!many sm pls","5","15","","","tp was bp; same pl?","1","1","75"
"GSP-LI","55","S","114","37","bh","dead24","0","","","","","","","0"
"GSP-LI","56","S","115","10","gp","","5","13","","","","1","1","65"
"GSP-LI","58","S","115","19","yp","!many sm pls","2","42","","","","1","1","84"
"GSP-LI","21.13.","S","115","24","wd","dead24","0","","","","","","","0"
"GSP-LI","59","S","116","14","rp","!unm pl D","0","","","","same pl?","1","0","0"
"GSP-LI","60","S","116","25","rh","was 2ros","3","19","","","","1","1","57"
"GSP-LI","61","S","116","40","yp","","","","","","not surveyed25","1","",""
"GSP-LI","62","S","117","2","gp","dead24","0","","","","","","","0"
"GSP-LI","63","S","117","12","wp","","7","14","","","","1","1","98"
"GSP-LI","64","S","117","42","op","","0","","","","m25","1","0","0"
"GSP-LI","67","S","118","37","rp","","","","","","not surveyed25","1","",""
"GSP-LI","68","S","118","41","bh","","3","28","","","","1","1","84"
"GSP-LI","69","S","119","31","wp","adj nail !many sm pls","0","","","","m25","1","0","0"
"GSP-LI","70","S","122","26","yh","","6","14","","","","1","1","84"
"GSP-LI","71","S","122","34","gh","","1","22","","","","1","1","22"
"GSP-LI","72","S","124","9","gh","","8","24","","","","1","1","192"
"GSP-LI","73","S","125","4","wp","dead24","0","","","","","","","0"
"GSP-LI","23.3.","S","125","25","rd","","1","12","","","not dead","1","1","12"
"GSP-LI","23.4.","S","125","27","op","","3","13","","","","1","1","39"
"GSP-LI","23.5.","S","125","44","bp","","4","6","","","not dead","1","1","24"
"GSP-LI","74","S","126","18","wp","was 2ros","2","24","","","","1","1","48"
"GSP-LI","75","S","128","26","bp","","1","14","","","","1","1","14"
"GSP-LI","76","S","128","47","op","","","","","","not surveyed25","1","",""
"GSP-LI","77","S","129","24","oh","","4","16","","","","1","1","64"
"GSP-LI","78","S","129","28","wp","","6","14","","","","1","1","84"
"GSP-LI","19.88.","S","129","37","yd","","","","","","not surveyed25","1","",""
"GSP-LI","79","S","130","6","bd","","9","20","","","not dead","1","1","180"
"GSP-LI","19.85.","S","130","21","bd","dead24","0","","","","","","","0"
"GSP-LI","19.89.","S","130","36","bp","","3","11","","","","1","1","33"
"GSP-LI","80","S","131","0","gh","!unm pls U&D","8","21","","","","1","1","168"
"GSP-LI","81","S","131","23","gh","","0","","","","new lvs, not dead","1","1","0"
"GSP-LI","18.3.","S","131","28","gh","","2","22","3","3","","1","1","44"
"GSP-LI","82","S","132","4","rh","","5","18","","","","1","1","90"
"GSP-LI","19.83.","S","132","19","op","dead24","0","","","","","","","0"
"GSP-LI","19.84.","S","132","23","wd","","0","","","","","1","0","0"
"GSP-LI","18.4.","S","132","32","wd","dead24","0","","","","","","","0"
"GSP-LI","19.90.","S","132","37","gd","","0","","","","","1","0","0"
"GSP-LI","83","S","133","11","rh","dead24","0","","","","","","","0"
"GSP-LI","19.82.","S","133","19","yp","","1","11","","","not dead","1","1","11"
"GSP-LI","19.81.","S","134","20","bh","","7","14","","","","1","1","98"
"GSP-LI","85","S","134","25","rh","!many sm pl","4","16","","","not dead","1","1","64"
"GSP-LI","86","S","134","28","yh","!unm pl D","0","","","","","1","0","0"
"GSP-LI","23.6.","S","134","30","rp","","3","11","","","","1","1","33"
"GSP-LI","87","S","134","43","yp","","5","11","","","","1","1","55"
"GSP-LI","19.62.","S","135","20","rd2","!unm pl D; dead24","0","","","","","","","0"
"GSP-LI","22.5.","S","135","20","rd2","!unm pl D; dead24","0","","","","","","","0"
"GSP-LI","21.14.","S","135","26","gd","dead24","0","","","","","","","0"
"GSP-LI","21.15.","S","135","26","bd","dead24","0","","","","","","","0"
"GSP-LI","20.23.","S","135","45","wp","","6","18","","","","1","1","108"
"GSP-LI","88","S","136","27","op","","4","15","","","","1","1","60"
"GSP-LI","90","S","139","11","yp","disc","4","22","","","","1","1","88"
"GSP-LI","19.64.","S","139","44","gp","","2","15","","","","1","1","30"
"GSP-LI","20.24.","S","140","44","bd","","6","14","","","","1","1","84"
"GSP-LI","19.65.","S","141","46","rh","","8","24","","","","1","1","192"
"GSP-LI","19.69.","S","142","22","wh","","0","","","","","1","0","0"
"GSP-LI","19.68.","S","143","21","bh","dead24","0","","","","","","","0"
"GSP-LI","18.2.","S","144","27","wd","","6","6","","","","1","1","36"
"GSP-LI","21.16.","S","144","47","wh","","5","14","","","","1","1","70"
"GSP-LI","19.61.","S","147","35","yp","","0","","","","qns125-150","1","0","0"
"GSP-LI","91","S","162","46","gh","!unm sm pl L","9","24","","","","1","1","216"
"GSP-LI","18.5.","S","164","47","op","","4","14","","","","1","1","56"
"GSP-LI","18.5a.","S","164","47","wp","dead24","0","","","","","","","0"
"GSP-LI","92","S","172","42","bh","!unm pl","2","9","","","","1","1","18"
"GSP-LI","93","S","178","26","rh","","2","8","","","","1","1","16"
"GSP-LI","21.17.","S","178","29","gd","","3","12","","","not dead","1","1","36"
"GSP-LI","19.103.","S","179","33","gh","","4","8","","","","1","1","32"
"GSP-LI","20.25.","S","180","40","gd","","3","17","","","","1","1","51"
"GSP-LI","20.27.","S","180","44","yp","","1","18","","","","1","1","18"
"GSP-LI","19.92.","S","181","33","bh","","2","22","","","","1","1","44"
"GSP-LI","19.102.","S","182","32","yp","mpd24","0","","","","m25","","","0"
"GSP-LI","19.101.","S","183","30","wh","","0","","","","","1","0","0"
"GSP-LI","20.30.","S","184","35","rd","!unm pls U&D","1","18","","","","1","1","18"
"GSP-LI","19.90a.","S","184","48","rh","","3","8","","","","1","1","24"
"GSP-LI","94","S","185","33","op","","0","","","","","1","0","0"
"GSP-LI","95","S","185","49","bp","","3","14","","","","1","1","42"
"GSP-LI","19.94.","S","186","28","od","dead24","0","","","","","","","0"
"GSP-LI","22.3.","S","187","35","wd","!unm pl D","0","","","","","1","0","0"
"GSP-LI","22.4.","S","187","35","op","!unm pl D","0","","","","","1","0","0"
"GSP-LI","96","S","190","20","rh","!unm pl L","7","10","","","","1","1","70"
"GSP-LI","97","S","190","24","wp","","0","","","","","1","0","0"
"GSP-LI","21.18.","S","190","46","rp","","0","","","","","1","0","0"
"GSP-LI","19.97.","S","191","45","gh","","0","","","","","1","0","0"
"GSP-LI","21.19.","S","191","46","bp","dead24","0","","","","","","","0"
"GSP-LI","98","S","192","29","bh","","0","","","","","1","0","0"
"GSP-LI","21.20a.","S","193","46","od","","0","","","","","1","0","0"
"GSP-LI","21.20b.","S","193","46","rp","","0","","","","","1","0","0"
"GSP-LI","19.100.","S","194","34","rh","","8","12","","","","1","1","96"
"GSP-LI","99","S","194","39","wp","","0","","","","","1","0","0"
"GSP-LI","100","S","194","43","yp","","1","7","","","","1","1","7"
"GSP-LI","101","S","195","19","wh","","6","12","","","","1","1","72"
"GSP-LI","102","S","195","36","gp","","4","14","","","","1","1","56"
"GSP-LI","19.95.","S","197","24","yd","","3","5","","","","1","1","15"
"GSP-LI","20.28.","S","197","32","yd","!unm pl D","3","14","","","","1","1","42"
"GSP-LI","20.26.","S","197","37","bp","","0","","","","m25","1","0","0"
"GSP-LI","104","S","198","45","rh","","6","19","","","","1","1","114"
"GSP-LI","20.29.","S","199","30","rp","","7","11","","","qns175-200","1","1","77"
"GSP-LI","105","S","202","46","oh","","6","21","","","","1","1","126"
"GSP-LI","111","S","207","24","rp","","4","20","","","","1","1","80"
"GSP-LI","107","S","215","4","yp","was 3ros","4","27","","","","1","1","108"
"GSP-LI","109","S","217","5","oh","","7","10","","","!unm pls","1","1","70"
"GSP-LI","110","S","217","9","rp","","4","17","","","","1","1","68"
"GSP-LI","112","S","222","10","wh","!unm pl D","11","21","","","","1","1","231"
"GSP-LI","113","S","224","37","gh","","5","16","","","","1","1","80"
"GSP-LI","21.22.","S","224","38","bp","","5","32","","","","1","1","160"
"GSP-LI","114","S","226","33","op","","1","13","","","not dead","1","1","13"
"GSP-LI","21.23.","S","228","25","wp","!unm pl U","4","17","","","","1","1","68"
"GSP-LI","115","S","235","37","bh","2ros","7,6","31,24","","","","1","1","403"
"GSP-LI","19.108.","S","235","37","od","","5","15","","","not dead","1","1","75"
"GSP-LI","19.106.","S","242","33","bh","","8","40","","","","1","1","320"
"GSP-LI","19.113.","S","245","26","od","mpd24","0","","","","","","","0"
"GSP-LI","20.32.","S","245","45","wh","","9","16","","","","1","1","144"
"GSP-LI","19.111.","S","247","48","bp","","4","30","","","!unm pls D","1","1","120"
"GSP-LI","20.31.","S","249","26","rh","","4","20","","","not dead, qns225-250","1","1","80"
"GSP-LI","118","S","254","27","yh","","5","13","","","!unm pls L","1","1","65"
"GSP-LI","119","S","258","31","wp","","5","18","","","","1","1","90"
"GSP-LI","120","S","262","49","gh","","0","","","","m25","1","0","0"
"GSP-LI","122","S","279","1","rp","","1","31","","","not mpd","1","1","31"
"GSP-LI","21.24.","S","294","32","yd","","7","11","","","","1","1","77"
"GSP-LI","18.6.","S","296","46","op","","0","","","","qns275-300","1","0","0"
"GSP-LI","124","S","312","40","op","","2","39","","","","1","1","78"
"GSP-LI","125","S","315","29","bp","!unm pls","3","10","","","","1","1","30"
"GSP-LI","127","S","316","19","gp","!unm pls","4","25","","","","1","1","100"
"GSP-LI","128","S","318","43","gp","dead23","0","","","","","","","0"
"GSP-LI","129","S","320","22","yp","2ros !unm pls","4","22","","","was 2ros","1","1","88"
"GSP-LI","18.7.","S","325","15","bh","","8","33","","","not dead","1","1","264"
"GSP-LI","130","S","326","10","gh","!unm pls","6","32","","","","1","1","192"
"GSP-LI","131","S","327","13","yp","disc !unm pls; dead24","","","","","","","",""
"GSP-LI","21.26.","S","327","29","op","was 2ros","5","16","","","","1","1","80"
"GSP-LI","19.117.","S","330","26","rh","","8","21","","","!unm pls D","1","1","168"
"GSP-LI","133","S","331","6","bh","","8","19","","","not dead","1","1","152"
"GSP-LI","134","S","331","13","oh","","3","18","4","1","","1","1","54"
"GSP-LI","132","S","333","6","gh","","8","18","","","","1","1","144"
"GSP-LI","136","S","333","9","rh","","9","29","","","","1","1","261"
"GSP-LI","135","S","333","14","wp","!unm pls","3","17","","","","1","1","51"
"GSP-LI","19.118.","S","334","37","yp","","5","16","","","","1","1","80"
"GSP-LI","137","S","335","3","yp","!unm pls","0","","","","","1","0","0"
"GSP-LI","20.33.","S","337","27","rd","","4","22","","","","1","1","88"
"GSP-LI","138","S","340","0","wp","!unm pls; dead24","0","","","","","","","0"
"GSP-LI","19.116.","S","341","9","wd","dead24","0","","","","","","","0"
"GSP-LI","19.119.","S","341","25","gp","","2","10","","","not dead","1","1","20"
"GSP-LI","139","S","342","10","bp","","6","44","","","not dead","1","1","264"
"GSP-LI","140","S","342","27","wp","","2","14","","","","1","1","28"
"GSP-LI","141","S","344","0","oh","","2","19","","","not dead","1","1","38"
"GSP-LI","142","S","345","16","rp","","9","39","","","","1","1","351"
"GSP-LI","143","S","349","11","op","2ros","7,11","19,34","","","","1","1","612"
"GSP-LI","144","S","350","0","gp","","7","25","","","","1","1","175"
"GSP-LI","145","S","350","7","bh","","12","21","","","qs325-350","1","1","252"
"GSP-LI","25.4.","S","322","36","rd","","6","71","","","missed","1","1","426"
"GSP-LI","25.5.","S","348","45","yf","","5","21","","","new","1","1","105"
"GSP-LI","25.6.","S","347","28","rf","","9","19","","","new","1","1","171"
"GSP-LI","25.7.","S","317","32","op","","4","8","","","new","1","1","32"
"GSP-LI","146","S","353","2","rh","","6","18","","","!unm pls L, not dead","1","1","108"
"GSP-LI","147","S","355","3","wh","2ros","4,10","11,16","","","","1","1","224"
"GSP-LI","148","S","355","10","yh","2ros","6,5","24,22","","","inf sen","1","1","264"
"GSP-LI","149","S","361","4","bd","unm pl","9","25","","","not dead, inf herb, tp was bh","1","1","225"
"GSP-LI","150","S","364","8","gh","mpd24","0","","","","","","","0"
"GSP-LI","19.120.","S","365","8","bp","","3","15","","","not dead, unm pls D","1","1","45"
"GSP-LI","19.121.","S","365","9","yp","","4","25","","","","1","1","100"
"GSP-LI","152","S","373","7","wp","","5","22","","","","1","1","110"
"GSP-LI","153","S","378","7","oh","","1","29","","","","1","1","29"
"GSP-LI","154","S","383","26","rp","","3","21","","","not dead","1","1","63"
"GSP-LI","155","S","386","14","wp","","4","25","","","was 2ros","1","1","100"
"GSP-LI","156","S","387","18","rh","","0","","","","qns375-400","1","0","0"
"GSP-LI","19.123.","S","371","9","bh","","5","21","","","xy unc; not in ds","1","1","105"
"GSP-LI","20.34.","S","431","31","od","","0","","","","","1","0","0"
"GSP-LI","20.35.","S","431","45","bp","","6","79","2","2","","1","1","474"
"GSP-LI","20.36.","S","433","41","rp","","7","21","","","","1","1","147"
"GSP-LI","158","S","437","32","yp","","0","","","","m25","1","0","0"
"GSP-LI","159","S","440","17","gh","","7","15","","","","1","1","105"
"GSP-LI","160","S","449","27","bp","","0","","","","m25, qns425-450","1","0","0"
"GSP-LI","161","S","480","46","yp","","0","","","","m25","1","0","0"
"GSP-LI","20.38.","S","494","48","gp","","0","","","","","1","0","0"
"GSP-LI","20.37.","S","494","50","rp","","3","35","","","","1","1","105"
"GSP-LI","24.1.","S","483","49","od","","0","","","","","1","0","0"
"GSP-LI","24.2.","S","484","47","bp","","0","","","","","1","0","0"
"GSP-LI","24.3.","S","485","35","gp","","0","","","","","1","0","0"
"GSP-LI","24.4.","S","487","40","yp","","0","","","","m25,qs475-500","1","0","0"
"GSP-LI","25.8.","S","487","46","bd","","7","57","","","missed","1","1","399"
"GSP-LI","25.9.","S","475","49","wd","","6","12","","","new","1","1","72"
"GSP-LI","162","S","524","10","yh","","0","","","","","1","0","0"
"GSP-LI","163","S","529","4","bp","","2","13","","","","1","1","26"
"GSP-LI","164","S","529","8","oh","","1","25","","","","1","1","25"
"GSP-LI","19.124.","S","530","3","gh","","0","","","","","1","0","0"
"GSP-LI","20.39.","S","531","3","wd","dead24","0","","","","m25","","","0"
"GSP-LI","165","S","535","2","wp","dead24","0","","","","m25, qns525-550","","","0"
"GSP-LI","167","S","561","33","yp","dead24","0","","","","","","","0"
"GSP-LI","168","S","562","30","rp","","0","","","","qns575-600","1","0","0"
"GSP-LI","169","S","650","2","gh","","0","","","","m25, qns650-700","1","0","0"
"GSP-LI","18.9.","S","774","25","yh","","0","","","","","1","0","0"
"GSP-LI","20.41.","S","776","25","bp","","1","15","","","","1","1","15"
"GSP-LI","19.131.","S","777","40","rh","","3","22","","","","1","1","66"
"GSP-LI","23.7.","S","778","43","bp","","2","37","","","","1","1","74"
"GSP-LI","20.43.","S","785","50","yp","mpd24","0","","","","","","","0"
"GSP-LI","19.129.","S","788","39","oh","dead24","0","","","","","","","0"
"GSP-LI","19.127.","S","788","40","gh","","0","","","","","1","0","0"
"GSP-LI","19.130.","S","789","39","wh","","3","15","","","not dead","1","1","45"
"GSP-LI","173","S","790","29","bh","mpd24","0","","","","","","","0"
"GSP-LI","20.45.","S","795","41","gd","mpd24","0","","","","","","","0"
"GSP-LI","175","S","795","42","oh","","0","","","","","1","0","0"
"GSP-LI","20.44.","S","796","41","wp","","3","14","","","not dead","1","1","42"
"GSP-LI","21.28.","S","798","44","yd","mpd24","0","","","","","","","0"
"GSP-LI","176","S","800","4","yh","","4","10","","","qs775-800","1","1","40"
"GSP-LI","25.10.","S","788","30","yd","","3","15","","","new","1","1","45"
"GSP-LI","18.10.","S","803","13","bp","","0","","","","","1","0","0"
"GSP-LI","20.46.","S","807","1","gp","","1","14","","","unm pl L","1","1","14"
