,"(deg C) Maximum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"2013-07-30",32.2458
"2013-07-31",31.5712
"2013-08-01",28.3002
"2013-08-02",30.3441
"2013-08-03",33.0054
"2013-08-04",32.9914
"2013-08-05",31.0161
"2013-08-06",29.8894
"2013-08-07",30.6147
"2013-08-08",31.7453
"2013-08-09",31.1381
"2013-08-10",32.6955
"2013-08-11",32.5913
"2013-08-12",33.7333
"2013-08-13",32.7348
"2013-08-14",28.8249
"2013-08-15",26.9664
"2013-08-16",22.89
"2013-08-17",23.435
"2013-08-18",29.1945
"2013-08-19",28.3841
"2013-08-20",28.3142
"2013-08-21",29.4498
"2013-08-22",31.4709
"2013-08-23",31.7097
"2013-08-24",30.0189
"2013-08-25",29.0408
"2013-08-26",29.5477
"2013-08-27",32.2852
"2013-08-28",32.4071
"2013-08-29",32.1873
"2013-08-30",32.1505
"2013-08-31",31.6005
"2013-09-01",32.0692
"2013-09-02",32.3258
"2013-09-03",31.9549
"2013-09-04",32.1619
"2013-09-05",33.107
"2013-09-06",31.0441
"2013-09-07",30.7341
"2013-09-08",32.1746
"2013-09-09",32.6294
"2013-09-10",31.6475
"2013-09-11",33.215
"2013-09-12",32.0463
"2013-09-13",31.5065
"2013-09-14",25.6135
"2013-09-15",26.5066
"2013-09-16",31.0492
"2013-09-17",26.3262
"2013-09-18",25.2909
"2013-09-19",23.5404
"2013-09-20",25.0025
"2013-09-21",27.0871
"2013-09-22",24.4398
"2013-09-23",24.6329
"2013-09-24",24.3953
"2013-09-25",24.6075
"2013-09-26",24.4665
"2013-09-27",27.1582
"2013-09-28",24.798
"2013-09-29",24.1502
"2013-09-30",24.671
"2013-10-01",27.8747
"2013-10-02",29.4981
"2013-10-03",30.3111
"2013-10-04",30.8993
"2013-10-05",31.9879
"2013-10-06",31.4645
"2013-10-07",26.6044
"2013-10-08",20.9909
"2013-10-09",20.0839
"2013-10-10",19.3472
"2013-10-11",24.2264
"2013-10-12",23.4159
"2013-10-13",23.5277
"2013-10-14",26.2411
"2013-10-15",25.5513
"2013-10-16",26.3948
"2013-10-17",23.9888
"2013-10-18",25.4967
"2013-10-19",22.4416
"2013-10-20",21.184
"2013-10-21",22.1533
"2013-10-22",20.9325
"2013-10-23",21.9373
"2013-10-24",16.5995
"2013-10-25",14.4946
"2013-10-26",15.6531
"2013-10-27",21.7201
"2013-10-28",20.3901
"2013-10-29",22.9078
"2013-10-30",23.6636
"2013-10-31",25.3697
"2013-11-01",26.6361
"2013-11-02",22.9294
"2013-11-03",17.9219
"2013-11-04",15.3318
"2013-11-05",19.7575
"2013-11-06",23.1314
"2013-11-07",21.9386
"2013-11-08",14.943
"2013-11-09",16.2616
"2013-11-10",22.1558
"2013-11-11",16.2184
"2013-11-12",18.8848
"2013-11-13",8.2054
"2013-11-14",13.4327
"2013-11-15",18.1734
"2013-11-16",18.9369
"2013-11-17",22.5407
"2013-11-18",25.8727
"2013-11-19",14.7335
"2013-11-20",13.688
"2013-11-21",16.7138
"2013-11-22",19.3408
"2013-11-23",17.6526
"2013-11-24",4.9394
"2013-11-25",5.5479
"2013-11-26",18.477
"2013-11-27",18.8657
"2013-11-28",6.8157
"2013-11-29",10.4894
"2013-11-30",10.4995
"2013-12-01",13.801
"2013-12-02",15.7878
"2013-12-03",15.9898
"2013-12-04",19.1198
"2013-12-05",19.5872
"2013-12-06",26.5713
"2013-12-07",20.6226
"2013-12-08",4.6841
"2013-12-09",10.2912
"2013-12-10",15.2822
"2013-12-11",9.8136
"2013-12-12",8.3121
"2013-12-13",10.6215
"2013-12-14",14.7588
"2013-12-15",14.0996
"2013-12-16",13.7782
"2013-12-17",15.9008
"2013-12-18",10.8324
"2013-12-19",14.5175
"2013-12-20",19.6965
"2013-12-21",23.7907
"2013-12-22",26.2715
"2013-12-23",20.5209
"2013-12-24",12.0163
"2013-12-25",5.0957
"2013-12-26",10.0803
"2013-12-27",11.1969
"2013-12-28",12.889
"2013-12-29",19.6787
"2013-12-30",15.3216
"2013-12-31",15.3216
"2014-01-01",9.2286
"2014-01-02",9.028
"2014-01-03",2.0377
"2014-01-04",3.6578
"2014-01-05",15.9287
"2014-01-06",15.5388
"2014-01-07",-3.2316
"2014-01-08",6.348
"2014-01-09",11.9087
"2014-01-10",17.3079
"2014-01-11",19.468
"2014-01-12",15.0783
"2014-01-13",15.3483
"2014-01-14",12.8777
"2014-01-15",15.0884
"2014-01-16",8.2381
"2014-01-17",12.2985
"2014-01-18",3.5279
"2014-01-19",13.038
"2014-01-20",16.788
"2014-01-21",14.5887
"2014-01-22",1.0787
"2014-01-23",3.9278
"2014-01-24",-2.8619
"2014-01-25",6.9385
"2014-01-26",11.1983
"2014-01-27",18.9583
"2014-01-28",0.7784
"2014-01-29",-2.6221
"2014-01-30",2.2282
"2014-01-31",11.3333
"2014-02-01",12.3036
"2014-02-02",17.4126
"2014-02-03",21.873
"2014-02-04",4.6534
"2014-02-05",14.513
"2014-02-06",7.5227
"2014-02-07",10.5434
"2014-02-08",11.1428
"2014-02-09",14.7325
"2014-02-10",7.8533
"2014-02-11",1.0131
"2014-02-12",0.4125
"2014-02-13",3.273
"2014-02-14",10.8033
"2014-02-15",9.6324
"2014-02-16",12.1232
"2014-02-17",8.1725
"2014-02-18",19.2826
"2014-02-19",23.473
"2014-02-20",25.8527
"2014-02-21",21.3229
"2014-02-22",18.3324
"2014-02-23",18.923
"2014-02-24",17.3836
"2014-02-25",16.9924
"2014-02-26",7.423
"2014-02-27",12.9534
"2014-02-28",10.1699
"2014-03-01",14.2808
"2014-03-02",21.7506
"2014-03-03",14.8398
"2014-03-04",4.8805
"2014-03-05",8.2306
"2014-03-06",7.1807
"2014-03-07",4.6799
"2014-03-08",20.7008
"2014-03-09",21.8705
"2014-03-10",24.09
"2014-03-11",25.7
"2014-03-12",23.2307
"2014-03-13",10.1396
"2014-03-14",17.8706
"2014-03-15",23.3607
"2014-03-16",13.8897
"2014-03-17",2.82
"2014-03-18",5.9997
"2014-03-19",10.6103
"2014-03-20",21.6409
"2014-03-21",21.6409
"2014-03-22",25.2306
"2014-03-23",17.0997
"2014-03-24",11.6096
"2014-03-25",8.7403
"2014-03-26",10.0803
"2014-03-27",16.9899
"2014-03-28",22.6705
"2014-03-29",21.8604
"2014-03-30",14.7098
"2014-03-31",23.6332
"2014-04-01",28.1933
"2014-04-02",30.303
"2014-04-03",28.2236
"2014-04-04",28.2135
"2014-04-05",23.5928
"2014-04-06",16.123
"2014-04-07",18.4536
"2014-04-08",20.6428
"2014-04-09",21.5033
"2014-04-10",24.3133
"2014-04-11",26.4735
"2014-04-12",27.6533
"2014-04-13",27.2129
"2014-04-14",24.5531
"2014-04-15",22.4635
"2014-04-16",13.3925
"2014-04-17",18.0927
"2014-04-18",17.2233
"2014-04-19",11.7635
"2014-04-20",19.3028
"2014-04-21",23.9133
"2014-04-22",28.3536
"2014-04-23",24.0736
"2014-04-24",22.8925
"2014-04-25",28.293
"2014-04-26",27.753
"2014-04-27",30.0835
"2014-04-28",26.7133
"2014-04-29",25.613
"2014-04-30",26.1328
"2014-05-01",24.5518
"2014-05-02",20.9128
"2014-05-03",25.9625
"2014-05-04",29.7327
"2014-05-05",29.6721
"2014-05-06",31.4122
"2014-05-07",30.1226
"2014-05-08",33.0121
"2014-05-09",32.2828
"2014-05-10",31.4828
"2014-05-11",30.7219
"2014-05-12",32.6525
"2014-05-13",33.0727
"2014-05-14",31.1926
"2014-05-15",24.9922
"2014-05-16",23.2824
"2014-05-17",22.6818
"2014-05-18",20.3526
"2014-05-19",23.0124
"2014-05-20",27.2129
"2014-05-21",31.3629
"2014-05-22",32.2828
"2014-05-23",31.0626
"2014-05-24",27.4829
"2014-05-25",28.6829
"2014-05-26",30.8128
"2014-05-27",32.4228
"2014-05-28",32.3118
"2014-05-29",30.0419
"2014-05-30",28.3018
"2014-05-31",28.6387
"2014-06-01",26.9694
"2014-06-02",28.4886
"2014-06-03",31.0185
"2014-06-04",33.7086
"2014-06-05",34.1995
"2014-06-06",30.7194
"2014-06-07",30.7093
"2014-06-08",30.3195
"2014-06-09",32.4292
"2014-06-10",35.5193
"2014-06-11",33.9484
"2014-06-12",31.2784
"2014-06-13",31.8891
"2014-06-14",31.8083
"2014-06-15",32.549
"2014-06-16",35.219
"2014-06-17",35.3187
"2014-06-18",34.9994
"2014-06-19",35.6884
"2014-06-20",33.479
"2014-06-21",32.7194
"2014-06-22",30.1592
"2014-06-23",30.5289
"2014-06-24",29.0488
"2014-06-25",32.4292
"2014-06-26",33.7187
"2014-06-27",31.7289
"2014-06-28",30.5592
"2014-06-29",30.8986
"2014-06-30",32.4847
"2014-07-01",33.6947
"2014-07-02",34.5755
"2014-07-03",31.5951
"2014-07-04",32.115
"2014-07-05",30.0254
"2014-07-06",31.445
"2014-07-07",34.1048
"2014-07-08",35.6455
"2014-07-09",35.1054
"2014-07-10",32.4847
"2014-07-11",29.7151
"2014-07-12",33.5547
"2014-07-13",34.0947
"2014-07-14",35.5445
"2014-07-15",32.925
"2014-07-16",28.505
"2014-07-17",29.5157
"2014-07-18",30.3245
"2014-07-19",29.6356
"2014-07-20",30.0646
"2014-07-21",25.9246
"2014-07-22",31.7856
"2014-07-23",32.2752
"2014-07-24",32.9452
"2014-07-25",29.4854
"2014-07-26",33.0853
"2014-07-27",33.1345
"2014-07-28",33.3452
"2014-07-29",29.4551
"2014-07-30",29.6545
"2014-07-31",29.3693
"2014-08-01",24.2994
"2014-08-02",21.4099
"2014-08-03",25.96
"2014-08-04",29.2696
"2014-08-05",31.2494
"2014-08-06",32.7497
"2014-08-07",31.8891
"2014-08-08",30.0494
"2014-08-09",22.779
"2014-08-10",25.43
"2014-08-11",30.3296
"2014-08-12",31.9194
"2014-08-13",29.999
"2014-08-14",29.2595
"2014-08-15",31.1093
"2014-08-16",31.0399
"2014-08-17",33.0601
"2014-08-18",32.9389
"2014-08-19",32.4292
"2014-08-20",32.5591
"2014-08-21",33.7793
"2014-08-22",35.4991
"2014-08-23",32.3989
"2014-08-24",27.9195
"2014-08-25",26.7789
"2014-08-26",28.64
"2014-08-27",31.2999
"2014-08-28",34.6991
"2014-08-29",32.7698
"2014-08-30",33.4398
"2014-08-31",34.0594
"2014-09-01",35.8398
"2014-09-02",36.4404
"2014-09-03",33.6897
"2014-09-04",33.3793
"2014-09-05",33.3704
"2014-09-06",31.98
"2014-09-07",28.3195
"2014-09-08",23.55
"2014-09-09",24.8597
"2014-09-10",28.0104
"2014-09-11",31.9598
"2014-09-12",30.5302
"2014-09-13",28.5693
"2014-09-14",22.1493
"2014-09-15",24.0597
"2014-09-16",29.44
"2014-09-17",26.8899
"2014-09-18",27.8501
"2014-09-19",27.1397
"2014-09-20",27.17
"2014-09-21",30.6399
"2014-09-22",25.6798
"2014-09-23",16.7602
"2014-09-24",18.21
"2014-09-25",20.88
"2014-09-26",22.4497
"2014-09-27",25.5903
"2014-09-28",26.9202
"2014-09-29",22.6705
"2014-09-30",26.6274
"2014-10-01",27.6672
"2014-10-02",29.787
"2014-10-03",28.8671
"2014-10-04",23.5966
"2014-10-05",19.5072
"2014-10-06",24.3966
"2014-10-07",26.5265
"2014-10-08",29.7277
"2014-10-09",26.9076
"2014-10-10",29.1775
"2014-10-11",31.3175
"2014-10-12",17.8769
"2014-10-13",28.2072
"2014-10-14",27.517
"2014-10-15",22.297
"2014-10-16",21.3267
"2014-10-17",24.1266
"2014-10-18",26.8369
"2014-10-19",19.8769
"2014-10-20",22.7676
"2014-10-21",24.5467
"2014-10-22",19.9766
"2014-10-23",21.1475
"2014-10-24",21.4768
"2014-10-25",22.9771
"2014-10-26",27.3076
"2014-10-27",26.7271
"2014-10-28",29.257
"2014-10-29",26.5871
"2014-10-30",20.6377
"2014-10-31",18.1356
"2014-11-01",10.6254
"2014-11-02",12.5055
"2014-11-03",18.2757
"2014-11-04",19.1665
"2014-11-05",22.0257
"2014-11-06",22.8257
"2014-11-07",17.0063
"2014-11-08",15.0758
"2014-11-09",16.4158
"2014-11-10",18.576
"2014-11-11",22.5254
"2014-11-12",25.5663
"2014-11-13",14.4158
"2014-11-14",7.3763
"2014-11-15",8.1056
"2014-11-16",8.5056
"2014-11-17",20.316
"2014-11-18",4.0654
"2014-11-19",7.0053
"2014-11-20",15.5754
"2014-11-21",12.6064
"2014-11-22",13.6058
"2014-11-23",18.2757
"2014-11-24",22.0358
"2014-11-25",17.2763
"2014-11-26",9.216
"2014-11-27",10.956
"2014-11-28",8.1864
"2014-11-29",12.6064
"2014-11-30",20.2794
"2014-12-01",22.7601
"2014-12-02",11.4494
"2014-12-03",15.5893
"2014-12-04",13.6499
"2014-12-05",12.4992
"2014-12-06",14.3893
"2014-12-07",11.5591
"2014-12-08",8.469
"2014-12-09",10.7201
"2014-12-10",11.4393
"2014-12-11",10.4097
"2014-12-12",15.0001
"2014-12-13",17.3394
"2014-12-14",14.889
"2014-12-15",16.47
"2014-12-16",14.1294
"2014-12-17",15.7294
"2014-12-18",12.479
"2014-12-19",13.9199
"2014-12-20",4.96
"2014-12-21",10.6898
"2014-12-22",4.8994
"2014-12-23",12.4992
"2014-12-24",19.4302
"2014-12-25",15.1502
"2014-12-26",15.7395
"2014-12-27",17.2498
"2014-12-28",18.2592
"2014-12-29",12.9799
"2014-12-30",5.0496
"2014-12-31",8.211
"2015-01-01",11.0305
"2015-01-02",12.2905
"2015-01-03",18.3
"2015-01-04",22.0602
"2015-01-05",12.3307
"2015-01-06",14.5105
"2015-01-07",4.9004
"2015-01-08",-2.179
"2015-01-09",8.7703
"2015-01-10",5.361
"2015-01-11",8.7703
"2015-01-12",9.9205
"2015-01-13",5.841
"2015-01-14",1.3607
"2015-01-15",4.101
"2015-01-16",12.79
"2015-01-17",12.31
"2015-01-18",15.9703
"2015-01-19",17.2009
"2015-01-20",18.6509
"2015-01-21",15.6401
"2015-01-22",14.87
"2015-01-23",6.3101
"2015-01-24",10.1009
"2015-01-25",13.6003
"2015-01-26",10.1605
"2015-01-27",7.391
"2015-01-28",8.1111
"2015-01-29",9.5208
"2015-01-30",9.7999
"2015-01-31",10.7503
"2015-02-01",15.5596
"2015-02-02",16.5795
"2015-02-03",8.3292
"2015-02-04",12.79
"2015-02-05",12.1199
"2015-02-06",6.1603
"2015-02-07",15.9203
"2015-02-08",21.2902
"2015-02-09",19.5392
"2015-02-10",7.2594
"2015-02-11",11.8494
"2015-02-12",14.7091
"2015-02-13",3.7099
"2015-02-14",12.9496
"2015-02-15",0.5102
"2015-02-16",0.0398
"2015-02-17",1.1901
"2015-02-18",5.1599
"2015-02-19",-2.8808
"2015-02-20",-0.7302
"2015-02-21",10.9002
"2015-02-22",16.0092
"2015-02-23",7.2996
"2015-02-24",-1.3102
"2015-02-25",5.9495
"2015-02-26",3.1701
"2015-02-27",10.5102
"2015-02-28",6.3565
"2015-03-01",4.8858
"2015-03-02",18.3365
"2015-03-03",6.566
"2015-03-04",25.7559
"2015-03-05",21.886
"2015-03-06",5.3061
"2015-03-07",15.1258
"2015-03-08",22.2064
"2015-03-09",18.5169
"2015-03-10",25.2758
"2015-03-11",28.3768
"2015-03-12",19.4661
"2015-03-13",14.3058
"2015-03-14",19.1858
"2015-03-15",23.2166
"2015-03-16",26.5869
"2015-03-17",29.4162
"2015-03-18",15.8862
"2015-03-19",11.1768
"2015-03-20",15.3367
"2015-03-21",19.906
"2015-03-22",20.0558
"2015-03-23",15.8862
"2015-03-24",21.4364
"2015-03-25",21.8665
"2015-03-26",24.156
"2015-03-27",15.3367
"2015-03-28",10.046
"2015-03-29",11.8165
"2015-03-30",19.287
"2015-03-31",23.9537
"2015-04-01",20.6846
"2015-04-02",23.944
"2015-04-03",28.3939
"2015-04-04",20.8539
"2015-04-05",21.0135
"2015-04-06",25.1345
"2015-04-07",23.5139
"2015-04-08",29.5246
"2015-04-09",29.9937
"2015-04-10",29.164
"2015-04-11",25.8838
"2015-04-12",23.5541
"2015-04-13",25.0236
"2015-04-14",26.3042
"2015-04-15",16.5344
"2015-04-16",17.4336
"2015-04-17",24.5435
"2015-04-18",26.2945
"2015-04-19",22.5744
"2015-04-20",26.6039
"2015-04-21",23.3737
"2015-04-22",26.1738
"2015-04-23",21.8336
"2015-04-24",21.674
"2015-04-25",16.794
"2015-04-26",12.734
"2015-04-27",21.5546
"2015-04-28",20.6846
"2015-04-29",20.0644
"2015-04-30",22.9132
"2015-05-01",16.5332
"2015-05-02",23.7832
"2015-05-03",26.8135
"2015-05-04",27.9443
"2015-05-05",28.0832
"2015-05-06",27.664
"2015-05-07",27.9833
"2015-05-08",27.1632
"2015-05-09",27.2534
"2015-05-10",24.6142
"2015-05-11",31.9738
"2015-05-12",32.6135
"2015-05-13",28.3841
"2015-05-14",23.7039
"2015-05-15",25.5232
"2015-05-16",29.5636
"2015-05-17",30.7139
"2015-05-18",32.8036
"2015-05-19",30.4641
"2015-05-20",31.9933
"2015-05-21",28.3135
"2015-05-22",24.1438
"2015-05-23",27.5531
"2015-05-24",28.4438
"2015-05-25",29.6038
"2015-05-26",31.3633
"2015-05-27",30.324
"2015-05-28",29.9133
"2015-05-29",31.4133
"2015-05-30",31.3633
"2015-05-31",31.9677
"2015-06-01",32.9071
"2015-06-02",28.6376
"2015-06-03",22.6073
"2015-06-04",22.8072
"2015-06-05",27.2473
"2015-06-06",31.9969
"2015-06-07",29.5478
"2015-06-08",31.3073
"2015-06-09",31.4876
"2015-06-10",31.3767
"2015-06-11",33.1971
"2015-06-12",32.7378
"2015-06-13",35.0273
"2015-06-14",36.2275
"2015-06-15",37.6068
"2015-06-16",38.4975
"2015-06-17",36.6576
"2015-06-18",36.4968
"2015-06-19",35.5171
"2015-06-20",35.3477
"2015-06-21",35.7876
"2015-06-22",36.9574
"2015-06-23",36.1568
"2015-06-24",36.6674
"2015-06-25",34.9773
"2015-06-26",36.6771
"2015-06-27",30.157
"2015-06-28",30.0169
"2015-06-29",31.3877
"2015-06-30",33.8795
"2015-07-01",30.1997
"2015-07-02",31.8897
"2015-07-03",27.0402
"2015-07-04",31.3195
"2015-07-05",32.6305
"2015-07-06",32.3795
"2015-07-07",33.2995
"2015-07-08",34.2097
"2015-07-09",36.3798
"2015-07-10",36.18
"2015-07-11",34.6093
"2015-07-12",31.9494
"2015-07-13",32.7305
"2015-07-14",32.7999
"2015-07-15",32.5099
"2015-07-16",31.6594
"2015-07-17",33.1204
"2015-07-18",34.9396
"2015-07-19",35.7693
"2015-07-20",36.0203
"2015-07-21",36.6003
"2015-07-22",33.57
"2015-07-23",31.59
"2015-07-24",31.25
"2015-07-25",31.88
"2015-07-26",33.4104
"2015-07-27",34.4095
"2015-07-28",34.0501
"2015-07-29",34.6995
"2015-07-30",36.2202
"2015-07-31",34.8031
"2015-08-01",35.2832
"2015-08-02",34.9042
"2015-08-03",35.0541
"2015-08-04",34.9932
"2015-08-05",37.6738
"2015-08-06",34.7336
"2015-08-07",27.5738
"2015-08-08",30.7541
"2015-08-09",31.7033
"2015-08-10",31.0136
"2015-08-11",30.2935
"2015-08-12",31.7337
"2015-08-13",31.7642
"2015-08-14",32.003
"2015-08-15",32.6732
"2015-08-16",33.1935
"2015-08-17",33.8039
"2015-08-18",29.2042
"2015-08-19",32.7634
"2015-08-20",32.2041
"2015-08-21",31.8142
"2015-08-22",31.4133
"2015-08-23",31.3341
"2015-08-24",31.674
"2015-08-25",32.2735
"2015-08-26",28.8033
"2015-08-27",28.5438
"2015-08-28",29.9231
"2015-08-29",29.6038
"2015-08-30",27.993
"2015-08-31",27.2302
"2015-09-01",32.7195
"2015-09-02",34.4095
"2015-09-03",33.4993
"2015-09-04",33.8295
"2015-09-05",30.5993
"2015-09-06",27.6896
"2015-09-07",30.1802
"2015-09-08",31.3694
"2015-09-09",32.41
"2015-09-10",33.0997
"2015-09-11",28.93
"2015-09-12",26.3103
"2015-09-13",25.5195
"2015-09-14",26.3992
"2015-09-15",27.9102
"2015-09-16",27.19
"2015-09-17",28.35
"2015-09-18",30.1594
"2015-09-19",31.83
"2015-09-20",32.5501
"2015-09-21",27.8797
"2015-09-22",27.1193
"2015-09-23",25.9703
"2015-09-24",23.0301
"2015-09-25",22.9497
"2015-09-26",20.86
"2015-09-27",23.7892
"2015-09-28",27.1401
"2015-09-29",29.3297
"2015-09-30",29.9267
"2015-10-01",19.3966
"2015-10-02",16.2469
"2015-10-03",21.6167
"2015-10-04",21.557
"2015-10-05",16.1567
"2015-10-06",23.2568
"2015-10-07",27.5471
"2015-10-08",28.8277
"2015-10-09",27.8968
"2015-10-10",18.9372
"2015-10-11",23.2872
"2015-10-12",26.2676
"2015-10-13",26.0166
"2015-10-14",25.857
"2015-10-15",24.1377
"2015-10-16",25.2368
"2015-10-17",21.507
"2015-10-18",16.0775
"2015-10-19",16.4771
"2015-10-20",21.4973
"2015-10-21",25.1077
"2015-10-22",27.357
"2015-10-23",28.3866
"2015-10-24",23.3774
"2015-10-25",25.4671
"2015-10-26",16.5673
"2015-10-27",20.057
"2015-10-28",24.4472
"2015-10-29",25.3075
"2015-10-30",21.9469
"2015-10-31",20.347
"2015-11-01",18.4876
"2015-11-02",18.4876
"2015-11-03",17.9369
"2015-11-04",20.3373
"2015-11-05",23.0777
"2015-11-06",23.7576
"2015-11-07",24.1767
"2015-11-08",13.7575
"2015-11-09",14.1267
"2015-11-10",21.7069
"2015-11-11",21.6667
"2015-11-12",24.9371
"2015-11-13",20.0473
"2015-11-14",16.2273
"2015-11-15",18.2573
"2015-11-16",18.5875
"2015-11-17",19.0567
"2015-11-18",23.3969
"2015-11-19",22.4075
"2015-11-20",17.8272
"2015-11-21",16.2067
"2015-11-22",11.1768
"2015-11-23",9.1175
"2015-11-24",14.2973
"2015-11-25",15.2867
"2015-11-26",21.2378
"2015-11-27",22.2978
"2015-11-28",22.0675
"2015-11-29",23.6576
"2015-11-30",13.6576
"2015-12-01",13.0678
"2015-12-02",18.7971
"2015-12-03",10.9672
"2015-12-04",12.5073
"2015-12-05",14.1876
"2015-12-06",16.1872
"2015-12-07",12.8375
"2015-12-08",14.937
"2015-12-09",17.8175
"2015-12-10",19.9669
"2015-12-11",22.0078
"2015-12-12",24.747
"2015-12-13",23.0679
"2015-12-14",22.9071
"2015-12-15",23.9878
"2015-12-16",19.7671
"2015-12-17",20.0875
"2015-12-18",15.5279
"2015-12-19",9.3771
"2015-12-20",12.1479
"2015-12-21",15.7071
"2015-12-22",18.5169
"2015-12-23",22.8571
"2015-12-24",25.5268
"2015-12-25",24.1475
"2015-12-26",21.9079
"2015-12-27",24.2974
"2015-12-28",22.1078
"2015-12-29",24.7774
"2015-12-30",22.2576
"2015-12-31",11.8502
"2016-01-01",11.95
"2016-01-02",11.35
"2016-01-03",9.75
"2016-01-04",6.95
"2016-01-05",2.85
"2016-01-06",7.85
"2016-01-07",8.35
"2016-01-08",9.15
"2016-01-09",14.55
"2016-01-10",16.45
"2016-01-11",8.35
"2016-01-12",12.75
"2016-01-13",8.25
"2016-01-14",16.35
"2016-01-15",11.55
"2016-01-16",16.75
"2016-01-17",4.95
"2016-01-18",5.25
"2016-01-19",1.75
"2016-01-20",4.05
"2016-01-21",8.35
"2016-01-22",0.55
"2016-01-23",0.55
"2016-01-24",8.55
"2016-01-25",13.55
"2016-01-26",17.75
"2016-01-27",11.75
"2016-01-28",7.45
"2016-01-29",14.75
"2016-01-30",15.05
"2016-01-31",20.65
"2016-02-01",23.15
"2016-02-02",16.65
"2016-02-03",21.55
"2016-02-04",17.75
"2016-02-05",9.35
"2016-02-06",10.35
"2016-02-07",6.75
"2016-02-08",13.75
"2016-02-09",7.55
"2016-02-10",4.55
"2016-02-11",7.65
"2016-02-12",0.75
"2016-02-13",3.45
"2016-02-14",-0.85
"2016-02-15",15.15
"2016-02-16",15.65
"2016-02-17",14.85
"2016-02-18",11.45
"2016-02-19",12.85
"2016-02-20",18.25
"2016-02-21",20.35
"2016-02-22",16.35
"2016-02-23",11.65
"2016-02-24",23.85
"2016-02-25",12.75
"2016-02-26",11.35
"2016-02-27",11.65
"2016-02-28",19.85
"2016-02-29",23.45
"2016-03-01",23.05
"2016-03-02",13.25
"2016-03-03",12.15
"2016-03-04",12.75
"2016-03-05",13.85
"2016-03-06",14.95
"2016-03-07",19.75
"2016-03-08",25.45
"2016-03-09",25.75
"2016-03-10",26.95
"2016-03-11",27.85
"2016-03-12",26.85
"2016-03-13",27.45
"2016-03-14",28.05
"2016-03-15",27.95
"2016-03-16",30.65
"2016-03-17",27.05
"2016-03-18",23.75
"2016-03-19",20.85
"2016-03-20",7.35
"2016-03-21",15.05
"2016-03-22",20.35
"2016-03-23",24.85
"2016-03-24",26.45
"2016-03-25",25.45
"2016-03-26",19.45
"2016-03-27",17.35
"2016-03-28",25.85
"2016-03-29",19.35
"2016-03-30",21.35
"2016-03-31",25.55
"2016-04-01",24.15
"2016-04-02",22.95
"2016-04-03",18.05
"2016-04-04",24.95
"2016-04-05",13.55
"2016-04-06",17.35
"2016-04-07",21.45
"2016-04-08",18.55
"2016-04-09",14.05
"2016-04-10",15.65
"2016-04-11",23.85
"2016-04-12",17.45
"2016-04-13",18.85
"2016-04-14",19.75
"2016-04-15",19.45
"2016-04-16",21.05
"2016-04-17",22.55
"2016-04-18",29.25
"2016-04-19",31.55
"2016-04-20",25.65
"2016-04-21",27.55
"2016-04-22",24.15
"2016-04-23",25.35
"2016-04-24",24.45
"2016-04-25",27.55
"2016-04-26",28.95
"2016-04-27",31.05
"2016-04-28",30.35
"2016-04-29",28.75
"2016-04-30",22.25
"2016-05-01",24.95
"2016-05-02",29.15
"2016-05-03",27.15
"2016-05-04",24.25
"2016-05-05",15.75
"2016-05-06",19.25
"2016-05-07",25.35
"2016-05-08",30.35
"2016-05-09",30.15
"2016-05-10",28.05
"2016-05-11",29.65
"2016-05-12",29.65
"2016-05-13",27.45
"2016-05-14",29.05
"2016-05-15",20.65
"2016-05-16",23.15
"2016-05-17",24.25
"2016-05-18",18.45
"2016-05-19",17.65
"2016-05-20",21.15
"2016-05-21",25.85
"2016-05-22",23.35
"2016-05-23",20.75
"2016-05-24",27.95
"2016-05-25",31.15
"2016-05-26",31.15
"2016-05-27",30.55
"2016-05-28",30.45
"2016-05-29",25.55
"2016-05-30",27.95
"2016-05-31",30.15
"2016-06-01",30.65
"2016-06-02",31.35
"2016-06-03",32.75
"2016-06-04",34.35
"2016-06-05",31.95
"2016-06-06",26.25
"2016-06-07",31.15
"2016-06-08",28.15
"2016-06-09",28.75
"2016-06-10",30.25
"2016-06-11",34.05
"2016-06-12",34.85
"2016-06-13",31.05
"2016-06-14",32.65
"2016-06-15",32.75
"2016-06-16",33.65
"2016-06-17",30.55
"2016-06-18",29.15
"2016-06-19",28.75
"2016-06-20",31.55
"2016-06-21",33.85
"2016-06-22",34.75
"2016-06-23",35.85
"2016-06-24",32.05
"2016-06-25",30.45
"2016-06-26",31.45
"2016-06-27",32.65
"2016-06-28",24.85
"2016-06-29",32.95
"2016-06-30",31.55
"2016-07-01",32.25
"2016-07-02",32.95
"2016-07-03",31.35
"2016-07-04",32.45
"2016-07-05",35.75
"2016-07-06",34.05
"2016-07-07",34.65
"2016-07-08",35.25
"2016-07-09",33.85
"2016-07-10",33.05
"2016-07-11",32.95
"2016-07-12",33.25
"2016-07-13",35.25
"2016-07-14",36.15
"2016-07-15",35.15
"2016-07-16",30.45
"2016-07-17",32.35
"2016-07-18",34.35
"2016-07-19",34.35
"2016-07-20",32.05
"2016-07-21",33.15
"2016-07-22",33.65
"2016-07-23",34.85
"2016-07-24",35.55
"2016-07-25",35.65
"2016-07-26",36.45
"2016-07-27",37.25
"2016-07-28",36.95
"2016-07-29",34.45
