,"(%) Minimum Relative Humidity (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"2011-08-25",36.935
"2011-08-26",41.3143
"2011-08-27",42.7666
"2011-08-28",25.4183
"2011-08-29",22.4646
"2011-08-30",41.9538
"2011-08-31",37.7476
"2011-09-01",28.4267
"2011-09-02",30.3645
"2011-09-03",45.4431
"2011-09-04",39.1673
"2011-09-05",49.7293
"2011-09-06",59.4329
"2011-09-07",49.5228
"2011-09-08",36.2222
"2011-09-09",35.3078
"2011-09-10",29.7731
"2011-09-11",24.7974
"2011-09-12",29.6033
"2011-09-13",31.1718
"2011-09-14",31.5787
"2011-09-15",32.1753
"2011-09-16",64.4594
"2011-09-17",55.7765
"2011-09-18",44.4341
"2011-09-19",39.5548
"2011-09-20",41.7515
"2011-09-21",46.2605
"2011-09-22",45.8533
"2011-09-23",69.5302
"2011-09-24",48.5025
"2011-09-25",50.9523
"2011-09-26",49.9073
"2011-09-27",49.4788
"2011-09-28",46.1638
"2011-09-29",41.3293
"2011-09-30",31.4603
"2011-10-01",38.0212
"2011-10-02",30.8194
"2011-10-03",20.8996
"2011-10-04",25.9896
"2011-10-05",26.0665
"2011-10-06",27.9721
"2011-10-07",29.406
"2011-10-08",26.2847
"2011-10-09",31.1118
"2011-10-10",36.512
"2011-10-11",71.5683
"2011-10-12",47.0183
"2011-10-13",56.7337
"2011-10-14",40.7322
"2011-10-15",18.5657
"2011-10-16",14.9419
"2011-10-17",19.157
"2011-10-18",28.2996
"2011-10-19",59.6887
"2011-10-20",48.2902
"2011-10-21",33.6745
"2011-10-22",28.2976
"2011-10-23",30.7405
"2011-10-24",31.9009
"2011-10-25",25.9411
"2011-10-26",23.6895
"2011-10-27",28.6749
"2011-10-28",50.6843
"2011-10-29",43.808
"2011-10-30",24.7012
"2011-10-31",28.0206
"2011-11-01",34.5313
"2011-11-02",26.8147
"2011-11-03",23.4809
"2011-11-04",65.4621
"2011-11-05",40.0141
"2011-11-06",31.2265
"2011-11-07",36.5626
"2011-11-08",35.4736
"2011-11-09",33.2587
"2011-11-10",45.9902
"2011-11-11",34.9959
"2011-11-12",15.9432
"2011-11-13",26.5666
"2011-11-14",33.0793
"2011-11-15",33.631
"2011-11-16",49.315
"2011-11-17",56.6017
"2011-11-18",24.0835
"2011-11-19",20.9859
"2011-11-20",44.7238
"2011-11-21",40.7765
"2011-11-22",42.5159
"2011-11-23",50.6677
"2011-11-24",27.3257
"2011-11-25",20.098
"2011-11-26",26.1249
"2011-11-27",36.613
"2011-11-28",46.5015
"2011-11-29",57.0436
"2011-11-30",41.149
"2011-12-01",28.1282
"2011-12-02",21.358
"2011-12-03",27.4563
"2011-12-04",31.5877
"2011-12-05",38.4915
"2011-12-06",48.2424
"2011-12-07",59.1827
"2011-12-08",38.4722
"2011-12-09",27.3309
"2011-12-10",37.5406
"2011-12-11",28.0554
"2011-12-12",33.7827
"2011-12-13",31.0149
"2011-12-14",34.1595
"2011-12-15",36.4647
"2011-12-16",47.7479
"2011-12-17",52.3801
"2011-12-18",28.7734
"2011-12-19",20.7492
"2011-12-20",35.5264
"2011-12-21",55.4248
"2011-12-22",49.8792
"2011-12-23",52.668
"2011-12-24",37.1797
"2011-12-25",31.3558
"2011-12-26",34.3155
"2011-12-27",36.2051
"2011-12-28",40.9558
"2011-12-29",27.2206
"2011-12-30",27.2399
"2011-12-31",38.8601
"2012-01-01",30.9775
"2012-01-02",44.8509
"2012-01-03",25.7993
"2012-01-04",16.6344
"2012-01-05",16.6171
"2012-01-06",20.3301
"2012-01-07",25.5057
"2012-01-08",39.8306
"2012-01-09",58.4628
"2012-01-10",43.16
"2012-01-11",55.0338
"2012-01-12",49.371
"2012-01-13",39.4102
"2012-01-14",27.5805
"2012-01-15",26.2721
"2012-01-16",22.5245
"2012-01-17",34.3777
"2012-01-18",52.5981
"2012-01-19",28.6286
"2012-01-20",28.11
"2012-01-21",45.4645
"2012-01-22",63.4483
"2012-01-23",44.5489
"2012-01-24",40.3817
"2012-01-25",30.4436
"2012-01-26",31.1612
"2012-01-27",53.7737
"2012-01-28",28.3195
"2012-01-29",27.4865
"2012-01-30",14.9804
"2012-01-31",16.4584
"2012-02-01",27.4836
"2012-02-02",35.122
"2012-02-03",28.2341
"2012-02-04",39.0659
"2012-02-05",50.5829
"2012-02-06",38.4027
"2012-02-07",32.2475
"2012-02-08",33.4363
"2012-02-09",35.3962
"2012-02-10",28.6571
"2012-02-11",51.9009
"2012-02-12",14.9264
"2012-02-13",15.4282
"2012-02-14",24.3752
"2012-02-15",30.3624
"2012-02-16",46.3374
"2012-02-17",34.0923
"2012-02-18",25.2659
"2012-02-19",57.9563
"2012-02-20",36.4844
"2012-02-21",28.1834
"2012-02-22",31.1241
"2012-02-23",32.2915
"2012-02-24",46.3587
"2012-02-25",33.9897
"2012-02-26",17.6119
"2012-02-27",40.2239
"2012-02-28",23.0946
"2012-02-29",34.484
"2012-03-01",35.3176
"2012-03-02",33.1509
"2012-03-03",61.2616
"2012-03-04",49.1491
"2012-03-05",21.652
"2012-03-06",18.8361
"2012-03-07",23.688
"2012-03-08",35.3055
"2012-03-09",52.293
"2012-03-10",23.3895
"2012-03-11",18.6644
"2012-03-12",23.7544
"2012-03-13",33.9979
"2012-03-14",27.7142
"2012-03-15",27.9657
"2012-03-16",33.2153
"2012-03-17",33.9402
"2012-03-18",41.0349
"2012-03-19",35.3481
"2012-03-20",38.0907
"2012-03-21",43.1253
"2012-03-22",41.4858
"2012-03-23",34.5427
"2012-03-24",43.0752
"2012-03-25",44.458
"2012-03-26",30.3279
"2012-03-27",26.734
"2012-03-28",19.8257
"2012-03-29",25.6691
"2012-03-30",24.2991
"2012-03-31",36.6429
"2012-04-01",32.7805
"2012-04-02",31.1682
"2012-04-03",25.6436
"2012-04-04",30.4519
"2012-04-05",44.2926
"2012-04-06",35.1264
"2012-04-07",17.255
"2012-04-08",20.0517
"2012-04-09",17.5799
"2012-04-10",16.3293
"2012-04-11",28.6089
"2012-04-12",17.4301
"2012-04-13",15.9694
"2012-04-14",16.4818
"2012-04-15",29.0789
"2012-04-16",29.8721
"2012-04-17",27.617
"2012-04-18",36.4071
"2012-04-19",43.5617
"2012-04-20",38.8657
"2012-04-21",36.7687
"2012-04-22",60.425
"2012-04-23",41.9452
"2012-04-24",19.8964
"2012-04-25",25.2616
"2012-04-26",27.0516
"2012-04-27",29.2994
"2012-04-28",33.9712
"2012-04-29",36.5506
"2012-04-30",33.307
"2012-05-01",33.2431
"2012-05-02",31.0296
"2012-05-03",29.3274
"2012-05-04",28.6312
"2012-05-05",31.6457
"2012-05-06",48.6989
"2012-05-07",37.7864
"2012-05-08",37.1911
"2012-05-09",45.8487
"2012-05-10",34.3478
"2012-05-11",22.4895
"2012-05-12",19.4224
"2012-05-13",34.4106
"2012-05-14",51.2135
"2012-05-15",45.7809
"2012-05-16",49.2926
"2012-05-17",41.14
"2012-05-18",42.2105
"2012-05-19",29.1013
"2012-05-20",29.8721
"2012-05-21",39.2929
"2012-05-22",39.5836
"2012-05-23",40.5399
"2012-05-24",46.5085
"2012-05-25",39.3253
"2012-05-26",36.1885
"2012-05-27",39.5465
"2012-05-28",46.5665
"2012-05-29",49.562
"2012-05-30",44.4677
"2012-05-31",27.7384
"2012-06-01",41.8162
"2012-06-02",45.2878
"2012-06-03",21.5775
"2012-06-04",27.1494
"2012-06-05",39.7102
"2012-06-06",51.9145
"2012-06-07",32.1489
"2012-06-08",25.8192
"2012-06-09",22.7333
"2012-06-10",29.9791
"2012-06-11",46.1604
"2012-06-12",50.3681
"2012-06-13",42.1732
"2012-06-14",35.4125
"2012-06-15",34.8548
"2012-06-16",30.6342
"2012-06-17",27.7021
"2012-06-18",27.6641
"2012-06-19",28.7386
"2012-06-20",28.5993
"2012-06-21",29.1727
"2012-06-22",28.0139
"2012-06-23",34.2887
"2012-06-24",37.9747
"2012-06-25",41.4856
"2012-06-26",36.3662
"2012-06-27",15.565
"2012-06-28",12.8218
"2012-06-29",13.5118
"2012-06-30",18.7789
"2012-07-01",22.5332
"2012-07-02",25.1546
"2012-07-03",18.5946
"2012-07-04",24.9979
"2012-07-05",22.2307
"2012-07-06",23.0303
"2012-07-07",21.1805
"2012-07-08",19.6107
"2012-07-09",25.2758
"2012-07-10",41.0814
"2012-07-11",42.9987
"2012-07-12",42.1033
"2012-07-13",47.0831
"2012-07-14",45.4674
"2012-07-15",42.6246
"2012-07-16",36.0964
"2012-07-17",31.975
"2012-07-18",35.043
"2012-07-19",35.1994
"2012-07-20",46.4719
"2012-07-21",44.2323
"2012-07-22",37.751
"2012-07-23",35.6148
"2012-07-24",32.8746
"2012-07-25",33.3954
"2012-07-26",30.881
"2012-07-27",29.178
"2012-07-28",33.8654
"2012-07-29",35.5103
"2012-07-30",42.6269
"2012-07-31",38.2671
"2012-08-01",36.5298
"2012-08-02",32.6329
"2012-08-03",36.6005
"2012-08-04",42.04
"2012-08-05",43.1433
"2012-08-06",36.7478
"2012-08-07",47.8908
"2012-08-08",41.9118
"2012-08-09",39.4027
"2012-08-10",49.1148
"2012-08-11",47.7372
"2012-08-12",45.1693
"2012-08-13",36.5764
"2012-08-14",31.0678
"2012-08-15",33.8481
"2012-08-16",30.8187
"2012-08-17",30.3047
"2012-08-18",43.3083
"2012-08-19",52.9257
"2012-08-20",48.8745
"2012-08-21",46.7875
"2012-08-22",46.9312
"2012-08-23",43.3845
"2012-08-24",39.9511
"2012-08-25",39.1627
"2012-08-26",34.1263
"2012-08-27",46.5308
"2012-08-28",44.4134
"2012-08-29",42.7893
"2012-08-30",39.5961
"2012-08-31",40.96
"2012-09-01",37.3224
"2012-09-02",44.3026
"2012-09-03",50.5533
"2012-09-04",48.5332
"2012-09-05",46.0344
"2012-09-06",43.7791
"2012-09-07",48.7978
"2012-09-08",47.8647
"2012-09-09",49.0865
"2012-09-10",26.0852
"2012-09-11",26.0908
"2012-09-12",26.7573
"2012-09-13",29.5443
"2012-09-14",34.4968
"2012-09-15",37.3676
"2012-09-16",51.879
"2012-09-17",48.9929
"2012-09-18",58.262
"2012-09-19",63.8812
"2012-09-20",39.6542
"2012-09-21",34.4484
"2012-09-22",32.5812
"2012-09-23",36.6822
"2012-09-24",18.9354
"2012-09-25",18.1611
"2012-09-26",25.9819
"2012-09-27",30.7271
"2012-09-28",33.3081
"2012-09-29",50.8735
"2012-09-30",38.5444
"2012-10-01",42.3267
"2012-10-02",50.552
"2012-10-03",48.4915
"2012-10-04",47.3245
"2012-10-05",33.495
"2012-10-06",32.6305
"2012-10-07",49.2171
"2012-10-08",66.0858
"2012-10-09",42.0288
"2012-10-10",33.5315
"2012-10-11",30.3646
"2012-10-12",22.8806
"2012-10-13",27.8799
"2012-10-14",28.1657
"2012-10-15",44.212
"2012-10-16",32.8388
"2012-10-17",23.5418
"2012-10-18",33.9657
"2012-10-19",43.2525
"2012-10-20",17.8767
"2012-10-21",25.2096
"2012-10-22",20.2893
"2012-10-23",21.3681
"2012-10-24",28.3705
"2012-10-25",33.3418
"2012-10-26",37.8596
"2012-10-27",43.1109
"2012-10-28",39.0977
"2012-10-29",46.9226
"2012-10-30",30.461
"2012-10-31",23.3574
"2012-11-01",25.801
"2012-11-02",14.415
"2012-11-03",17.0607
"2012-11-04",21.5763
"2012-11-05",33.1978
"2012-11-06",30.652
"2012-11-07",37.7954
"2012-11-08",18.5709
"2012-11-09",11.8447
"2012-11-10",11.3945
"2012-11-11",23.1318
"2012-11-12",36.8095
"2012-11-13",61.8426
"2012-11-14",37.7584
"2012-11-15",58.8237
"2012-11-16",44.4976
"2012-11-17",32.4985
"2012-11-18",46.462
"2012-11-19",43.5626
"2012-11-20",38.9776
"2012-11-21",37.7067
"2012-11-22",26.4818
"2012-11-23",18.6349
"2012-11-24",34.089
"2012-11-25",18.8636
"2012-11-26",14.1504
"2012-11-27",29.1716
"2012-11-28",42.0681
"2012-11-29",20.9606
"2012-11-30",20.1818
"2012-12-01",27.7783
"2012-12-02",37.2226
"2012-12-03",34.7283
"2012-12-04",38.2906
"2012-12-05",47.8893
"2012-12-06",46.9362
"2012-12-07",43.4967
"2012-12-08",36.7923
"2012-12-09",41.9282
"2012-12-10",41.4103
"2012-12-11",43.0296
"2012-12-12",53.5166
"2012-12-13",42.6811
"2012-12-14",27.7983
"2012-12-15",29.0086
"2012-12-16",55.1134
"2012-12-17",55.3024
"2012-12-18",48.562
"2012-12-19",19.0665
"2012-12-20",31.2174
"2012-12-21",49.2232
"2012-12-22",20.022
"2012-12-23",15.5026
"2012-12-24",29.924
"2012-12-25",38.4718
"2012-12-26",42.3343
"2012-12-27",40.3476
"2012-12-28",29.8785
"2012-12-29",44.0806
"2012-12-30",34.4218
"2012-12-31",25.6754
"2013-01-01",47.537
"2013-01-02",64.8787
"2013-01-03",46.3195
"2013-01-04",33.3667
"2013-01-05",26.6014
"2013-01-06",44.5502
"2013-01-07",37.8737
"2013-01-08",31.3809
"2013-01-09",41.025
"2013-01-10",44.9239
"2013-01-11",40.0399
"2013-01-12",51.0617
"2013-01-13",43.1503
"2013-01-14",42.7846
"2013-01-15",51.3624
"2013-01-16",58.5096
"2013-01-17",61.8863
"2013-01-18",40.3072
"2013-01-19",27.1971
"2013-01-20",25.9512
"2013-01-21",24.1648
"2013-01-22",31.8783
"2013-01-23",16.5639
"2013-01-24",31.6832
"2013-01-25",21.6729
"2013-01-26",35.7686
"2013-01-27",35.7977
"2013-01-28",36.0918
"2013-01-29",32.3223
"2013-01-30",47.9369
"2013-01-31",47.9282
"2013-02-01",28.5512
"2013-02-02",14.4995
"2013-02-03",32.8758
"2013-02-04",24.7632
"2013-02-05",25.8381
"2013-02-06",27.9781
"2013-02-07",38.14
"2013-02-08",46.5975
"2013-02-09",27.6636
"2013-02-10",22.2187
"2013-02-11",46.9687
"2013-02-12",37.6975
"2013-02-13",43.9064
"2013-02-14",37.6918
"2013-02-15",22.2128
"2013-02-16",49.1972
"2013-02-17",35.1248
"2013-02-18",14.0386
"2013-02-19",37.349
"2013-02-20",32.0423
"2013-02-21",17.4078
"2013-02-22",40.5299
"2013-02-23",51.3354
"2013-02-24",35.3462
"2013-02-25",32.6154
"2013-02-26",31.3764
"2013-02-27",47.3729
"2013-02-28",40.0808
"2013-03-01",33.6461
"2013-03-02",33.5464
"2013-03-03",30.2959
"2013-03-04",22.5319
"2013-03-05",26.9311
"2013-03-06",43.794
"2013-03-07",24.3195
"2013-03-08",24.2659
"2013-03-09",18.7289
"2013-03-10",19.9543
"2013-03-11",27.1623
"2013-03-12",44.7119
"2013-03-13",28.8194
"2013-03-14",19.09
"2013-03-15",15.5191
"2013-03-16",19.946
"2013-03-17",29.4335
"2013-03-18",41.0348
"2013-03-19",35.8687
"2013-03-20",18.4399
"2013-03-21",26.0734
"2013-03-22",13.2034
"2013-03-23",26.2455
"2013-03-24",46.8057
"2013-03-25",46.8952
"2013-03-26",26.2668
"2013-03-27",24.3699
"2013-03-28",23.1987
"2013-03-29",17.3766
"2013-03-30",24.0855
"2013-03-31",30.8656
"2013-04-01",32.2376
"2013-04-02",28.6669
"2013-04-03",20.978
"2013-04-04",42.5255
"2013-04-05",33.6013
"2013-04-06",24.9272
"2013-04-07",24.0596
"2013-04-08",28.6146
"2013-04-09",28.6553
"2013-04-10",30.948
"2013-04-11",34.7211
"2013-04-12",45.7206
"2013-04-13",31.3077
"2013-04-14",18.8482
"2013-04-15",41.9008
"2013-04-16",34.0203
"2013-04-17",34.4535
"2013-04-18",36.5988
"2013-04-19",43.6814
"2013-04-20",45.121
"2013-04-21",24.2706
"2013-04-22",33.0472
"2013-04-23",38.5336
"2013-04-24",28.3098
"2013-04-25",37.9084
"2013-04-26",22.978
"2013-04-27",26.7139
"2013-04-28",46.5513
"2013-04-29",42.3486
"2013-04-30",41.6113
"2013-05-01",37.2851
"2013-05-02",52.4793
"2013-05-03",38.8864
"2013-05-04",39.4282
"2013-05-05",44.5941
"2013-05-06",49.01
"2013-05-07",47.5363
"2013-05-08",39.22
"2013-05-09",31.672
"2013-05-10",29.5813
"2013-05-11",37.1873
"2013-05-12",39.6637
"2013-05-13",21.8615
"2013-05-14",15.5786
"2013-05-15",21.4159
"2013-05-16",27.1457
"2013-05-17",27.8937
"2013-05-18",40.0717
"2013-05-19",46.7575
"2013-05-20",61.0107
"2013-05-21",45.9934
"2013-05-22",43.0328
"2013-05-23",44.599
"2013-05-24",48.312
"2013-05-25",19.4562
"2013-05-26",23.5014
"2013-05-27",23.4199
"2013-05-28",34.057
"2013-05-29",35.6037
"2013-05-30",33.1137
"2013-05-31",40.7778
"2013-06-01",36.7846
"2013-06-02",42.66
"2013-06-03",54.997
"2013-06-04",53.9009
"2013-06-05",48.2145
"2013-06-06",61.5167
"2013-06-07",70.2002
"2013-06-08",45.4024
"2013-06-09",53.7395
"2013-06-10",52.1381
"2013-06-11",41.7247
"2013-06-12",31.2536
"2013-06-13",34.6941
"2013-06-14",39.1246
"2013-06-15",30.5454
"2013-06-16",37.7382
"2013-06-17",46.5293
"2013-06-18",48.8861
"2013-06-19",48.682
"2013-06-20",43.4849
"2013-06-21",34.7141
"2013-06-22",47.7744
"2013-06-23",47.9773
"2013-06-24",52.3689
"2013-06-25",50.9283
"2013-06-26",45.8248
"2013-06-27",45.7567
"2013-06-28",39.7564
"2013-06-29",52.0112
"2013-06-30",52.9316
"2013-07-01",54.5391
"2013-07-02",63.2127
"2013-07-03",56.9338
"2013-07-04",52.6971
"2013-07-05",53.4456
"2013-07-06",47.0848
"2013-07-07",45.5273
"2013-07-08",50.1947
"2013-07-09",53.8062
"2013-07-10",52.9309
"2013-07-11",55.0982
"2013-07-12",55.2301
"2013-07-13",68.1562
"2013-07-14",49.464
"2013-07-15",48.2359
"2013-07-16",37.4303
"2013-07-17",42.0454
"2013-07-18",49.0656
"2013-07-19",49.9213
"2013-07-20",50.2357
"2013-07-21",47.1077
"2013-07-22",51.401
"2013-07-23",45.2837
"2013-07-24",38.9692
"2013-07-25",46.2833
"2013-07-26",50.8951
"2013-07-27",49.5022
"2013-07-28",50.4118
"2013-07-29",50.0277
"2013-07-30",44.9236
"2013-07-31",48.8086
"2013-08-01",56.7475
"2013-08-02",52.624
"2013-08-03",47.8027
"2013-08-04",42.9273
"2013-08-05",37.2322
"2013-08-06",43.9133
"2013-08-07",46.3547
"2013-08-08",46.2828
"2013-08-09",52.7872
"2013-08-10",49.299
"2013-08-11",48.0729
"2013-08-12",44.487
"2013-08-13",46.6923
"2013-08-14",50.0633
"2013-08-15",39.0381
"2013-08-16",62.2361
"2013-08-17",69.1202
"2013-08-18",49.6953
"2013-08-19",57.3698
"2013-08-20",56.4133
"2013-08-21",52.2159
"2013-08-22",48.5347
"2013-08-23",47.6776
"2013-08-24",43.3234
"2013-08-25",36.5552
"2013-08-26",33.1506
"2013-08-27",31.9601
"2013-08-28",40.9459
"2013-08-29",45.5095
"2013-08-30",42.0694
"2013-08-31",47.7844
"2013-09-01",50.9181
"2013-09-02",51.551
"2013-09-03",51.2981
"2013-09-04",45.526
"2013-09-05",44.8366
"2013-09-06",37.6178
"2013-09-07",42.1113
"2013-09-08",36.0615
"2013-09-09",36.4468
"2013-09-10",48.4799
"2013-09-11",42.6739
"2013-09-12",45.9872
"2013-09-13",39.7612
"2013-09-14",35.0442
"2013-09-15",39.2307
"2013-09-16",45.5295
"2013-09-17",42.8171
"2013-09-18",39.1537
"2013-09-19",44.5044
"2013-09-20",53.9751
"2013-09-21",54.9275
"2013-09-22",61.6807
"2013-09-23",43.9074
"2013-09-24",38.746
"2013-09-25",44.1234
"2013-09-26",44.703
"2013-09-27",30.1324
"2013-09-28",42.4841
"2013-09-29",44.7496
"2013-09-30",37.809
"2013-10-01",30.171
"2013-10-02",28.9986
"2013-10-03",32.0155
"2013-10-04",36.2489
"2013-10-05",32.8477
"2013-10-06",37.1148
"2013-10-07",61.1219
"2013-10-08",61.7125
"2013-10-09",50.7257
"2013-10-10",55.6912
"2013-10-11",45.4949
"2013-10-12",53.9738
"2013-10-13",58.863
"2013-10-14",44.5604
"2013-10-15",36.5126
"2013-10-16",39.3683
"2013-10-17",50.7976
"2013-10-18",50.0492
"2013-10-19",65.1791
"2013-10-20",39.1439
"2013-10-21",26.0352
"2013-10-22",47.8432
"2013-10-23",42.7785
"2013-10-24",24.402
"2013-10-25",29.8359
"2013-10-26",19.6144
"2013-10-27",21.1886
"2013-10-28",36.8524
"2013-10-29",38.0162
"2013-10-30",40.0511
"2013-10-31",38.5126
"2013-11-01",51.5774
"2013-11-02",50.1745
"2013-11-03",29.5556
"2013-11-04",27.2401
"2013-11-05",30.3152
"2013-11-06",44.3651
"2013-11-07",58.6228
"2013-11-08",34.3151
"2013-11-09",19.7093
"2013-11-10",21.1631
"2013-11-11",24.7003
"2013-11-12",21.8624
"2013-11-13",27.1627
"2013-11-14",14.252
"2013-11-15",25.9976
"2013-11-16",56.8218
"2013-11-17",55.4819
"2013-11-18",48.4685
"2013-11-19",31.936
"2013-11-20",33.0943
"2013-11-21",46.8684
"2013-11-22",56.0901
"2013-11-23",70.4259
"2013-11-24",37.9361
"2013-11-25",10.1611
"2013-11-26",29.342
"2013-11-27",58.2327
"2013-11-28",30.4503
"2013-11-29",21.8939
"2013-11-30",30.8286
"2013-12-01",35.6776
"2013-12-02",39.7346
"2013-12-03",35.2595
"2013-12-04",48.6216
"2013-12-05",57.046
"2013-12-06",46.228
"2013-12-07",60.379
"2013-12-08",65.323
"2013-12-09",48.6527
"2013-12-10",49.6682
"2013-12-11",27.9154
"2013-12-12",23.6601
"2013-12-13",17.795
"2013-12-14",29.3339
"2013-12-15",62.2203
"2013-12-16",29.7514
"2013-12-17",28.4289
"2013-12-18",34.463
"2013-12-19",20.1222
"2013-12-20",32.4344
"2013-12-21",40.2025
"2013-12-22",48.1417
"2013-12-23",70.9729
"2013-12-24",56.0301
"2013-12-25",28.0674
"2013-12-26",31.6631
"2013-12-27",25.1682
"2013-12-28",19.7332
"2013-12-29",41.3034
"2013-12-30",41.4424
"2013-12-31",34.2746
"2014-01-01",31.9556
"2014-01-02",61.2943
"2014-01-03",57.3938
"2014-01-04",29.6495
"2014-01-05",39.562
"2014-01-06",56.1276
"2014-01-07",20.3643
"2014-01-08",8.4043
"2014-01-09",14.2733
"2014-01-10",33.1957
"2014-01-11",56.2096
"2014-01-12",45.0551
"2014-01-13",29.8813
"2014-01-14",63.4856
"2014-01-15",38.7915
"2014-01-16",45.65
"2014-01-17",26.1044
"2014-01-18",45.3529
"2014-01-19",18.6819
"2014-01-20",20.2375
"2014-01-21",29.8058
"2014-01-22",48.1296
"2014-01-23",21.6784
"2014-01-24",23.2962
"2014-01-25",13.4614
"2014-01-26",20.8891
"2014-01-27",18.549
"2014-01-28",40.3993
"2014-01-29",47.7326
"2014-01-30",27.6961
"2014-01-31",28.4688
"2014-02-01",30.2051
"2014-02-02",34.5659
"2014-02-03",42.3069
"2014-02-04",82.4195
"2014-02-05",45.8729
"2014-02-06",50.3958
"2014-02-07",29.5723
"2014-02-08",31.8393
"2014-02-09",29.7527
"2014-02-10",65.1632
"2014-02-11",67.7659
"2014-02-12",54.1388
"2014-02-13",53.32
"2014-02-14",28.3822
"2014-02-15",39.5631
"2014-02-16",20.0166
"2014-02-17",38.2254
"2014-02-18",25.9572
"2014-02-19",31.5751
"2014-02-20",31.3142
"2014-02-21",54.7934
"2014-02-22",27.6348
"2014-02-23",21.2343
"2014-02-24",29.9951
"2014-02-25",19.4824
"2014-02-26",41.939
"2014-02-27",21.4624
"2014-02-28",20.3154
"2014-03-01",24.3951
"2014-03-02",24.3777
"2014-03-03",48.6066
"2014-03-04",34.3059
"2014-03-05",39.0259
"2014-03-06",43.3903
"2014-03-07",64.0211
"2014-03-08",23.0971
"2014-03-09",26.3594
"2014-03-10",19.9856
"2014-03-11",22.5947
"2014-03-12",39.7174
"2014-03-13",33.3942
"2014-03-14",11.814
"2014-03-15",20.2537
"2014-03-16",45.8064
"2014-03-17",79.2877
"2014-03-18",48.1843
"2014-03-19",54.6301
"2014-03-20",29.6998
"2014-03-21",16.2812
"2014-03-22",21.2736
"2014-03-23",45.6577
"2014-03-24",34.9576
"2014-03-25",43.6169
"2014-03-26",25.5528
"2014-03-27",15.1995
"2014-03-28",32.9761
"2014-03-29",53.9566
"2014-03-30",51.3706
"2014-03-31",13.9586
"2014-04-01",12.8052
"2014-04-02",16.6512
"2014-04-03",23.4864
"2014-04-04",29.6283
"2014-04-05",37.1152
"2014-04-06",39.765
"2014-04-07",54.7586
"2014-04-08",61.6392
"2014-04-09",29.4225
"2014-04-10",19.511
"2014-04-11",21.8895
"2014-04-12",25.092
"2014-04-13",35.8759
"2014-04-14",49.0789
"2014-04-15",59.5899
"2014-04-16",30.7896
"2014-04-17",24.8197
"2014-04-18",42.1024
"2014-04-19",71.5149
"2014-04-20",37.4545
"2014-04-21",28.0694
"2014-04-22",24.8408
"2014-04-23",31.2331
"2014-04-24",22.4785
"2014-04-25",28.4176
"2014-04-26",26.5928
"2014-04-27",21.8821
"2014-04-28",39.9549
"2014-04-29",54.3681
"2014-04-30",54.4573
"2014-05-01",58.8692
"2014-05-02",42.3421
"2014-05-03",27.9798
"2014-05-04",19.5001
"2014-05-05",26.018
"2014-05-06",28.4996
"2014-05-07",32.2634
"2014-05-08",25.3171
"2014-05-09",30.538
"2014-05-10",35.828
"2014-05-11",41.251
"2014-05-12",35.0883
"2014-05-13",33.4888
"2014-05-14",38.7523
"2014-05-15",61.3897
"2014-05-16",52.5571
"2014-05-17",26.6055
"2014-05-18",37.6337
"2014-05-19",31.5708
"2014-05-20",25.957
"2014-05-21",30.0712
"2014-05-22",33.1855
"2014-05-23",34.7645
"2014-05-24",29.2724
"2014-05-25",28.4681
"2014-05-26",35.0467
"2014-05-27",37.3373
"2014-05-28",37.6871
"2014-05-29",42.6138
"2014-05-30",50.0772
"2014-05-31",46.7343
"2014-06-01",36.5086
"2014-06-02",27.9545
"2014-06-03",33.3758
"2014-06-04",34.0722
"2014-06-05",36.6187
"2014-06-06",38.9879
"2014-06-07",41.1559
"2014-06-08",41.5747
"2014-06-09",42.2657
"2014-06-10",36.9803
"2014-06-11",39.6161
"2014-06-12",46.4831
"2014-06-13",42.2359
"2014-06-14",36.6466
"2014-06-15",33.5687
"2014-06-16",32.4886
"2014-06-17",32.5374
"2014-06-18",29.0991
"2014-06-19",29.12
"2014-06-20",34.9942
"2014-06-21",40.8173
"2014-06-22",48.7627
"2014-06-23",44.698
"2014-06-24",52.4432
"2014-06-25",43.481
"2014-06-26",32.5544
"2014-06-27",41.1684
"2014-06-28",48.002
"2014-06-29",38.7414
"2014-06-30",33.9059
"2014-07-01",36.7097
"2014-07-02",37.3014
"2014-07-03",49.1629
"2014-07-04",37.4192
"2014-07-05",21.2853
"2014-07-06",28.9142
"2014-07-07",31.525
"2014-07-08",27.0889
"2014-07-09",26.0558
"2014-07-10",41.8684
"2014-07-11",52.9351
"2014-07-12",38.6192
"2014-07-13",37.2786
"2014-07-14",35.0308
"2014-07-15",43.5821
"2014-07-16",53.3192
"2014-07-17",36.1515
"2014-07-18",35.4153
"2014-07-19",38.843
"2014-07-20",47.0076
"2014-07-21",66.8138
"2014-07-22",44.8604
"2014-07-23",45.5317
"2014-07-24",44.867
"2014-07-25",51.8085
"2014-07-26",44.2539
"2014-07-27",42.3445
"2014-07-28",32.2941
"2014-07-29",30.2977
"2014-07-30",29.8499
"2014-07-31",44.9469
"2014-08-01",69.5271
"2014-08-02",85.6683
"2014-08-03",62.5926
"2014-08-04",48.1653
"2014-08-05",42.9372
"2014-08-06",35.4898
"2014-08-07",30.6046
"2014-08-08",44.608
"2014-08-09",85.0642
